step,filename,x0_theta1,x0_theta2,x0_dtheta1,x0_dtheta2
0,qp_step_0000.npz,0.0,0.0,0.0,0.0
1,qp_step_0001.npz,0.011317862233662953,0.0069700467455479625,1.2573581994048069,0.7730808681150316
