t_sim,q1,q2,q3,q4,q5,q6,q7,q1_ref,q2_ref,q3_ref,q4_ref,q5_ref,q6_ref,q7_ref,tau1,tau2,tau3,tau4,tau5,tau6,tau7,gripper_cmd,tracking_error,ee_x,ee_y,ee_z
2.4900,0.063985,0.420758,0.052345,-2.337991,-0.489831,2.775336,-1.800178,0.066103,0.393443,0.051160,-2.317480,-0.489299,2.783929,-1.799077,0.066103,0.393443,0.051160,-2.317480,-0.489299,2.783929,-1.799077,0.0400,0.035328,0.5110,0.0666,0.0534
2.4920,0.064056,0.420959,0.052251,-2.337930,-0.489977,2.775517,-1.800030,0.066197,0.393711,0.051033,-2.317403,-0.489453,2.784121,-1.798921,0.066197,0.393711,0.051033,-2.317403,-0.489453,2.784121,-1.798921,0.0400,0.035290,0.5110,0.0666,0.0533
2.4940,0.064127,0.421162,0.052156,-2.337869,-0.490124,2.775699,-1.799881,0.066292,0.393981,0.050906,-2.317325,-0.489608,2.784315,-1.798763,0.066292,0.393981,0.050906,-2.317325,-0.489608,2.784315,-1.798763,0.0400,0.035254,0.5110,0.0666,0.0532
2.4960,0.064200,0.421367,0.052059,-2.337808,-0.490272,2.775883,-1.799730,0.066388,0.394254,0.050778,-2.317247,-0.489764,2.784510,-1.798605,0.066388,0.394254,0.050778,-2.317247,-0.489764,2.784510,-1.798605,0.0400,0.035217,0.5110,0.0666,0.0532
2.4980,0.064273,0.421575,0.051962,-2.337745,-0.490422,2.776069,-1.799579,0.066485,0.394528,0.050649,-2.317168,-0.489922,2.784706,-1.798445,0.066485,0.394528,0.050649,-2.317168,-0.489922,2.784706,-1.798445,0.0400,0.035181,0.5110,0.0666,0.0531
2.5000,0.064347,0.421785,0.051863,-2.337683,-0.490573,2.776256,-1.799426,0.066582,0.394805,0.050518,-2.317089,-0.490081,2.784905,-1.798284,0.066582,0.394805,0.050518,-2.317089,-0.490081,2.784905,-1.798284,0.0400,0.035145,0.5110,0.0666,0.0530
2.5020,0.064421,0.421998,0.051763,-2.337619,-0.490725,2.776445,-1.799271,0.066681,0.395084,0.050387,-2.317009,-0.490241,2.785104,-1.798122,0.066681,0.395084,0.050387,-2.317009,-0.490241,2.785104,-1.798122,0.0400,0.035110,0.5110,0.0666,0.0529
2.5040,0.064497,0.422213,0.051663,-2.337555,-0.490879,2.776636,-1.799116,0.066780,0.395365,0.050255,-2.316928,-0.490402,2.785306,-1.797958,0.066780,0.395365,0.050255,-2.316928,-0.490402,2.785306,-1.797958,0.0400,0.035075,0.5111,0.0666,0.0529
2.5060,0.064573,0.422430,0.051561,-2.337490,-0.491034,2.776828,-1.798959,0.066879,0.395647,0.050122,-2.316847,-0.490564,2.785508,-1.797794,0.066879,0.395647,0.050122,-2.316847,-0.490564,2.785508,-1.797794,0.0400,0.035040,0.5111,0.0666,0.0528
2.5080,0.064650,0.422650,0.051458,-2.337425,-0.491190,2.777022,-1.798801,0.066979,0.395932,0.049987,-2.316765,-0.490728,2.785713,-1.797628,0.066979,0.395932,0.049987,-2.316765,-0.490728,2.785713,-1.797628,0.0400,0.035006,0.5111,0.0666,0.0527
2.5100,0.064728,0.422873,0.051354,-2.337359,-0.491347,2.777217,-1.798642,0.067081,0.396220,0.049852,-2.316683,-0.490893,2.785918,-1.797460,0.067081,0.396220,0.049852,-2.316683,-0.490893,2.785918,-1.797460,0.0400,0.034972,0.5111,0.0666,0.0526
2.5120,0.064806,0.423097,0.051249,-2.337293,-0.491506,2.777414,-1.798481,0.067182,0.396509,0.049716,-2.316600,-0.491059,2.786126,-1.797292,0.067182,0.396509,0.049716,-2.316600,-0.491059,2.786126,-1.797292,0.0400,0.034938,0.5111,0.0666,0.0525
2.5140,0.064886,0.423324,0.051143,-2.337226,-0.491665,2.777612,-1.798319,0.067285,0.396800,0.049579,-2.316516,-0.491226,2.786334,-1.797123,0.067285,0.396800,0.049579,-2.316516,-0.491226,2.786334,-1.797123,0.0400,0.034905,0.5111,0.0666,0.0525
2.5160,0.064966,0.423554,0.051035,-2.337158,-0.491826,2.777812,-1.798156,0.067388,0.397093,0.049441,-2.316432,-0.491394,2.786544,-1.796952,0.067388,0.397093,0.049441,-2.316432,-0.491394,2.786544,-1.796952,0.0400,0.034872,0.5111,0.0666,0.0524
2.5180,0.065047,0.423786,0.050927,-2.337089,-0.491989,2.778013,-1.797991,0.067492,0.397388,0.049302,-2.316347,-0.491564,2.786756,-1.796780,0.067492,0.397388,0.049302,-2.316347,-0.491564,2.786756,-1.796780,0.0400,0.034839,0.5111,0.0666,0.0523
2.5200,0.065128,0.424020,0.050818,-2.337020,-0.492152,2.778216,-1.797826,0.067597,0.397685,0.049162,-2.316262,-0.491734,2.786969,-1.796607,0.067597,0.397685,0.049162,-2.316262,-0.491734,2.786969,-1.796607,0.0400,0.034807,0.5111,0.0666,0.0522
2.5220,0.065211,0.424257,0.050708,-2.336951,-0.492317,2.778420,-1.797659,0.067702,0.397984,0.049021,-2.316176,-0.491906,2.787183,-1.796433,0.067702,0.397984,0.049021,-2.316176,-0.491906,2.787183,-1.796433,0.0400,0.034775,0.5111,0.0666,0.0521
2.5240,0.065294,0.424495,0.050596,-2.336880,-0.492482,2.778626,-1.797491,0.067808,0.398286,0.048879,-2.316089,-0.492079,2.787399,-1.796258,0.067808,0.398286,0.048879,-2.316089,-0.492079,2.787399,-1.796258,0.0400,0.034744,0.5111,0.0666,0.0521
2.5260,0.065378,0.424737,0.050484,-2.336810,-0.492649,2.778833,-1.797322,0.067915,0.398589,0.048737,-2.316002,-0.492253,2.787616,-1.796081,0.067915,0.398589,0.048737,-2.316002,-0.492253,2.787616,-1.796081,0.0400,0.034713,0.5111,0.0666,0.0520
2.5280,0.065462,0.424980,0.050370,-2.336738,-0.492818,2.779042,-1.797151,0.068022,0.398894,0.048593,-2.315915,-0.492428,2.787834,-1.795904,0.068022,0.398894,0.048593,-2.315915,-0.492428,2.787834,-1.795904,0.0400,0.034682,0.5111,0.0666,0.0519
2.5300,0.065548,0.425226,0.050256,-2.336666,-0.492987,2.779252,-1.796980,0.068130,0.399200,0.048449,-2.315827,-0.492604,2.788054,-1.795725,0.068130,0.399200,0.048449,-2.315827,-0.492604,2.788054,-1.795725,0.0400,0.034652,0.5112,0.0666,0.0518
2.5320,0.065634,0.425474,0.050140,-2.336593,-0.493157,2.779464,-1.796807,0.068239,0.399509,0.048303,-2.315738,-0.492782,2.788276,-1.795545,0.068239,0.399509,0.048303,-2.315738,-0.492782,2.788276,-1.795545,0.0400,0.034622,0.5112,0.0666,0.0517
2.5340,0.065721,0.425725,0.050024,-2.336520,-0.493329,2.779677,-1.796633,0.068348,0.399820,0.048157,-2.315649,-0.492960,2.788498,-1.795364,0.068348,0.399820,0.048157,-2.315649,-0.492960,2.788498,-1.795364,0.0400,0.034592,0.5112,0.0666,0.0516
2.5360,0.065808,0.425978,0.049906,-2.336446,-0.493502,2.779892,-1.796458,0.068458,0.400132,0.048010,-2.315559,-0.493139,2.788722,-1.795183,0.068458,0.400132,0.048010,-2.315559,-0.493139,2.788722,-1.795183,0.0400,0.034563,0.5112,0.0666,0.0515
2.5380,0.065896,0.426233,0.049788,-2.336371,-0.493676,2.780108,-1.796282,0.068569,0.400447,0.047862,-2.315469,-0.493320,2.788947,-1.795000,0.068569,0.400447,0.047862,-2.315469,-0.493320,2.788947,-1.795000,0.0400,0.034534,0.5112,0.0667,0.0514
2.5400,0.065986,0.426490,0.049668,-2.336296,-0.493851,2.780325,-1.796104,0.068680,0.400763,0.047713,-2.315378,-0.493501,2.789174,-1.794815,0.068680,0.400763,0.047713,-2.315378,-0.493501,2.789174,-1.794815,0.0400,0.034505,0.5112,0.0667,0.0513
2.5420,0.066075,0.426750,0.049547,-2.336220,-0.494027,2.780544,-1.795926,0.068792,0.401081,0.047563,-2.315287,-0.493684,2.789402,-1.794630,0.068792,0.401081,0.047563,-2.315287,-0.493684,2.789402,-1.794630,0.0400,0.034477,0.5112,0.0667,0.0513
2.5440,0.066166,0.427011,0.049426,-2.336144,-0.494204,2.780764,-1.795746,0.068905,0.401401,0.047412,-2.315195,-0.493867,2.789631,-1.794444,0.068905,0.401401,0.047412,-2.315195,-0.493867,2.789631,-1.794444,0.0400,0.034449,0.5112,0.0667,0.0512
2.5460,0.066257,0.427275,0.049303,-2.336067,-0.494382,2.780986,-1.795566,0.069018,0.401722,0.047261,-2.315103,-0.494052,2.789861,-1.794257,0.069018,0.401722,0.047261,-2.315103,-0.494052,2.789861,-1.794257,0.0400,0.034421,0.5112,0.0667,0.0511
2.5480,0.066349,0.427542,0.049180,-2.335989,-0.494562,2.781209,-1.795384,0.069132,0.402045,0.047109,-2.315010,-0.494238,2.790093,-1.794069,0.069132,0.402045,0.047109,-2.315010,-0.494238,2.790093,-1.794069,0.0400,0.034394,0.5112,0.0667,0.0510
2.5500,0.066442,0.427810,0.049055,-2.335911,-0.494742,2.781433,-1.795201,0.069246,0.402370,0.046956,-2.314917,-0.494424,2.790326,-1.793880,0.069246,0.402370,0.046956,-2.314917,-0.494424,2.790326,-1.793880,0.0400,0.034367,0.5112,0.0667,0.0509
2.5520,0.066535,0.428081,0.048930,-2.335832,-0.494924,2.781659,-1.795017,0.069362,0.402697,0.046802,-2.314823,-0.494612,2.790560,-1.793689,0.069362,0.402697,0.046802,-2.314823,-0.494612,2.790560,-1.793689,0.0400,0.034341,0.5112,0.0667,0.0508
2.5540,0.066630,0.428353,0.048803,-2.335752,-0.495106,2.781886,-1.794832,0.069477,0.403026,0.046647,-2.314729,-0.494801,2.790796,-1.793498,0.069477,0.403026,0.046647,-2.314729,-0.494801,2.790796,-1.793498,0.0400,0.034315,0.5112,0.0667,0.0507
2.5560,0.066724,0.428628,0.048676,-2.335672,-0.495290,2.782114,-1.794646,0.069593,0.403356,0.046492,-2.314634,-0.494990,2.791032,-1.793306,0.069593,0.403356,0.046492,-2.314634,-0.494990,2.791032,-1.793306,0.0400,0.034289,0.5112,0.0667,0.0506
2.5580,0.066820,0.428905,0.048547,-2.335592,-0.495475,2.782344,-1.794459,0.069710,0.403688,0.046335,-2.314538,-0.495181,2.791270,-1.793113,0.069710,0.403688,0.046335,-2.314538,-0.495181,2.791270,-1.793113,0.0400,0.034264,0.5112,0.0667,0.0505
2.5600,0.066916,0.429185,0.048418,-2.335510,-0.495660,2.782575,-1.794271,0.069828,0.404021,0.046178,-2.314443,-0.495372,2.791509,-1.792919,0.069828,0.404021,0.046178,-2.314443,-0.495372,2.791509,-1.792919,0.0400,0.034238,0.5112,0.0667,0.0504
2.5620,0.067013,0.429466,0.048288,-2.335428,-0.495847,2.782807,-1.794081,0.069946,0.404356,0.046021,-2.314347,-0.495564,2.791749,-1.792724,0.069946,0.404356,0.046021,-2.314347,-0.495564,2.791749,-1.792724,0.0400,0.034214,0.5112,0.0667,0.0503
2.5640,0.067111,0.429749,0.048156,-2.335346,-0.496035,2.783040,-1.793891,0.070064,0.404693,0.045862,-2.314250,-0.495758,2.791990,-1.792528,0.070064,0.404693,0.045862,-2.314250,-0.495758,2.791990,-1.792528,0.0400,0.034189,0.5113,0.0667,0.0502
2.5660,0.067209,0.430035,0.048024,-2.335263,-0.496223,2.783275,-1.793700,0.070183,0.405031,0.045703,-2.314153,-0.495952,2.792233,-1.792331,0.070183,0.405031,0.045703,-2.314153,-0.495952,2.792233,-1.792331,0.0400,0.034165,0.5113,0.0667,0.0501
2.5680,0.067308,0.430323,0.047891,-2.335179,-0.496413,2.783510,-1.793508,0.070303,0.405371,0.045543,-2.314055,-0.496147,2.792476,-1.792133,0.070303,0.405371,0.045543,-2.314055,-0.496147,2.792476,-1.792133,0.0400,0.034142,0.5113,0.0667,0.0500
2.5700,0.067408,0.430612,0.047757,-2.335095,-0.496604,2.783747,-1.793314,0.070423,0.405712,0.045382,-2.313957,-0.496343,2.792721,-1.791934,0.070423,0.405712,0.045382,-2.313957,-0.496343,2.792721,-1.791934,0.0400,0.034118,0.5113,0.0667,0.0499
2.5720,0.067508,0.430904,0.047622,-2.335010,-0.496795,2.783986,-1.793120,0.070544,0.406055,0.045221,-2.313859,-0.496540,2.792966,-1.791734,0.070544,0.406055,0.045221,-2.313859,-0.496540,2.792966,-1.791734,0.0400,0.034095,0.5113,0.0667,0.0498
2.5740,0.067610,0.431198,0.047486,-2.334925,-0.496988,2.784225,-1.792925,0.070665,0.406400,0.045058,-2.313760,-0.496738,2.793213,-1.791534,0.070665,0.406400,0.045058,-2.313760,-0.496738,2.793213,-1.791534,0.0400,0.034073,0.5113,0.0667,0.0497
2.5760,0.067711,0.431494,0.047349,-2.334839,-0.497181,2.784466,-1.792729,0.070787,0.406745,0.044895,-2.313661,-0.496936,2.793461,-1.791332,0.070787,0.406745,0.044895,-2.313661,-0.496936,2.793461,-1.791332,0.0400,0.034050,0.5113,0.0667,0.0495
2.5780,0.067814,0.431792,0.047212,-2.334753,-0.497376,2.784707,-1.792532,0.070909,0.407093,0.044732,-2.313561,-0.497136,2.793710,-1.791130,0.070909,0.407093,0.044732,-2.313561,-0.497136,2.793710,-1.791130,0.0400,0.034028,0.5113,0.0667,0.0494
2.5800,0.067917,0.432091,0.047073,-2.334666,-0.497571,2.784950,-1.792334,0.071032,0.407442,0.044568,-2.313461,-0.497336,2.793960,-1.790927,0.071032,0.407442,0.044568,-2.313461,-0.497336,2.793960,-1.790927,0.0400,0.034007,0.5113,0.0667,0.0493
2.5820,0.068020,0.432393,0.046934,-2.334578,-0.497767,2.785194,-1.792135,0.071155,0.407792,0.044403,-2.313360,-0.497537,2.794211,-1.790723,0.071155,0.407792,0.044403,-2.313360,-0.497537,2.794211,-1.790723,0.0400,0.033985,0.5113,0.0667,0.0492
2.5840,0.068125,0.432697,0.046793,-2.334490,-0.497964,2.785439,-1.791936,0.071279,0.408143,0.044237,-2.313259,-0.497739,2.794463,-1.790519,0.071279,0.408143,0.044237,-2.313259,-0.497739,2.794463,-1.790519,0.0400,0.033965,0.5113,0.0667,0.0491
2.5860,0.068230,0.433003,0.046652,-2.334401,-0.498162,2.785685,-1.791735,0.071404,0.408496,0.044071,-2.313158,-0.497942,2.794716,-1.790313,0.071404,0.408496,0.044071,-2.313158,-0.497942,2.794716,-1.790313,0.0400,0.033944,0.5113,0.0667,0.0490
2.5880,0.068335,0.433310,0.046510,-2.334312,-0.498361,2.785933,-1.791533,0.071528,0.408851,0.043904,-2.313056,-0.498145,2.794970,-1.790107,0.071528,0.408851,0.043904,-2.313056,-0.498145,2.794970,-1.790107,0.0400,0.033924,0.5113,0.0667,0.0489
2.5900,0.068442,0.433620,0.046367,-2.334222,-0.498561,2.786181,-1.791331,0.071654,0.409207,0.043736,-2.312954,-0.498349,2.795225,-1.789900,0.071654,0.409207,0.043736,-2.312954,-0.498349,2.795225,-1.789900,0.0400,0.033904,0.5113,0.0667,0.0488
2.5920,0.068549,0.433931,0.046224,-2.334132,-0.498761,2.786430,-1.791128,0.071779,0.409564,0.043568,-2.312851,-0.498554,2.795481,-1.789692,0.071779,0.409564,0.043568,-2.312851,-0.498554,2.795481,-1.789692,0.0400,0.033884,0.5113,0.0667,0.0487
2.5940,0.068656,0.434245,0.046079,-2.334041,-0.498962,2.786681,-1.790924,0.071906,0.409922,0.043400,-2.312749,-0.498760,2.795737,-1.789483,0.071906,0.409922,0.043400,-2.312749,-0.498760,2.795737,-1.789483,0.0400,0.033865,0.5113,0.0667,0.0485
2.5960,0.068764,0.434560,0.045934,-2.333950,-0.499165,2.786932,-1.790719,0.072032,0.410282,0.043230,-2.312645,-0.498967,2.795995,-1.789274,0.072032,0.410282,0.043230,-2.312645,-0.498967,2.795995,-1.789274,0.0400,0.033846,0.5113,0.0667,0.0484
2.5980,0.068873,0.434877,0.045788,-2.333858,-0.499367,2.787185,-1.790513,0.072159,0.410642,0.043060,-2.312542,-0.499174,2.796254,-1.789064,0.072159,0.410642,0.043060,-2.312542,-0.499174,2.796254,-1.789064,0.0400,0.033828,0.5113,0.0668,0.0483
2.6000,0.068983,0.435196,0.045641,-2.333766,-0.499571,2.787438,-1.790306,0.072287,0.411004,0.042890,-2.312438,-0.499382,2.796513,-1.788853,0.072287,0.411004,0.042890,-2.312438,-0.499382,2.796513,-1.788853,0.0400,0.033810,0.5113,0.0668,0.0482
2.6020,0.069092,0.435516,0.045493,-2.333673,-0.499776,2.787692,-1.790099,0.072415,0.411368,0.042719,-2.312333,-0.499590,2.796773,-1.788641,0.072415,0.411368,0.042719,-2.312333,-0.499590,2.796773,-1.788641,0.0400,0.033792,0.5113,0.0668,0.0481
2.6040,0.069203,0.435839,0.045344,-2.333579,-0.499981,2.787948,-1.789891,0.072543,0.411732,0.042547,-2.312229,-0.499800,2.797035,-1.788429,0.072543,0.411732,0.042547,-2.312229,-0.499800,2.797035,-1.788429,0.0400,0.033774,0.5113,0.0668,0.0480
2.6060,0.069314,0.436163,0.045195,-2.333485,-0.500187,2.788204,-1.789682,0.072672,0.412098,0.042375,-2.312124,-0.500009,2.797297,-1.788216,0.072672,0.412098,0.042375,-2.312124,-0.500009,2.797297,-1.788216,0.0400,0.033757,0.5113,0.0668,0.0479
2.6080,0.069426,0.436489,0.045045,-2.333391,-0.500394,2.788461,-1.789472,0.072801,0.412465,0.042202,-2.312018,-0.500220,2.797559,-1.788003,0.072801,0.412465,0.042202,-2.312018,-0.500220,2.797559,-1.788003,0.0400,0.033740,0.5114,0.0668,0.0477
2.6100,0.069538,0.436817,0.044894,-2.333296,-0.500602,2.788719,-1.789262,0.072930,0.412833,0.042029,-2.311913,-0.500431,2.797823,-1.787789,0.072930,0.412833,0.042029,-2.311913,-0.500431,2.797823,-1.787789,0.0400,0.033724,0.5114,0.0668,0.0476
2.6120,0.069651,0.437147,0.044742,-2.333201,-0.500810,2.788978,-1.789051,0.073060,0.413202,0.041855,-2.311807,-0.500643,2.798088,-1.787574,0.073060,0.413202,0.041855,-2.311807,-0.500643,2.798088,-1.787574,0.0400,0.033708,0.5114,0.0668,0.0475
2.6140,0.069765,0.437478,0.044590,-2.333105,-0.501019,2.789238,-1.788839,0.073191,0.413572,0.041681,-2.311701,-0.500856,2.798353,-1.787358,0.073191,0.413572,0.041681,-2.311701,-0.500856,2.798353,-1.787358,0.0400,0.033692,0.5114,0.0668,0.0474
2.6160,0.069879,0.437811,0.044437,-2.333009,-0.501228,2.789499,-1.788626,0.073321,0.413943,0.041506,-2.311594,-0.501069,2.798619,-1.787142,0.073321,0.413943,0.041506,-2.311594,-0.501069,2.798619,-1.787142,0.0400,0.033676,0.5114,0.0668,0.0473
2.6180,0.069993,0.438145,0.044283,-2.332912,-0.501439,2.789760,-1.788413,0.073452,0.414315,0.041331,-2.311487,-0.501282,2.798885,-1.786926,0.073452,0.414315,0.041331,-2.311487,-0.501282,2.798885,-1.786926,0.0400,0.033661,0.5114,0.0668,0.0471
2.6200,0.070108,0.438482,0.044128,-2.332815,-0.501650,2.790023,-1.788199,0.073584,0.414688,0.041155,-2.311380,-0.501497,2.799153,-1.786708,0.073584,0.414688,0.041155,-2.311380,-0.501497,2.799153,-1.786708,0.0400,0.033647,0.5114,0.0668,0.0470
2.6220,0.070224,0.438819,0.043973,-2.332717,-0.501861,2.790286,-1.787985,0.073716,0.415062,0.040979,-2.311273,-0.501712,2.799421,-1.786491,0.073716,0.415062,0.040979,-2.311273,-0.501712,2.799421,-1.786491,0.0400,0.033632,0.5114,0.0668,0.0469
2.6240,0.070340,0.439159,0.043816,-2.332619,-0.502074,2.790550,-1.787769,0.073848,0.415437,0.040802,-2.311165,-0.501927,2.799690,-1.786272,0.073848,0.415437,0.040802,-2.311165,-0.501927,2.799690,-1.786272,0.0400,0.033618,0.5114,0.0668,0.0468
2.6260,0.070457,0.439500,0.043660,-2.332520,-0.502287,2.790814,-1.787554,0.073980,0.415813,0.040625,-2.311057,-0.502143,2.799959,-1.786053,0.073980,0.415813,0.040625,-2.311057,-0.502143,2.799959,-1.786053,0.0400,0.033604,0.5114,0.0668,0.0466
2.6280,0.070574,0.439843,0.043502,-2.332421,-0.502500,2.791080,-1.787337,0.074113,0.416190,0.040448,-2.310949,-0.502359,2.800229,-1.785834,0.074113,0.416190,0.040448,-2.310949,-0.502359,2.800229,-1.785834,0.0400,0.033591,0.5114,0.0668,0.0465
2.6300,0.070692,0.440187,0.043344,-2.332322,-0.502714,2.791346,-1.787120,0.074246,0.416568,0.040270,-2.310840,-0.502576,2.800500,-1.785614,0.074246,0.416568,0.040270,-2.310840,-0.502576,2.800500,-1.785614,0.0400,0.033578,0.5114,0.0668,0.0464
2.6320,0.070810,0.440533,0.043185,-2.332222,-0.502929,2.791613,-1.786902,0.074379,0.416947,0.040091,-2.310732,-0.502794,2.800771,-1.785393,0.074379,0.416947,0.040091,-2.310732,-0.502794,2.800771,-1.785393,0.0400,0.033565,0.5114,0.0668,0.0463
2.6340,0.070929,0.440880,0.043026,-2.332122,-0.503145,2.791881,-1.786684,0.074513,0.417326,0.039913,-2.310623,-0.503012,2.801043,-1.785172,0.074513,0.417326,0.039913,-2.310623,-0.503012,2.801043,-1.785172,0.0400,0.033552,0.5114,0.0668,0.0461
2.6360,0.071048,0.441229,0.042866,-2.332021,-0.503360,2.792149,-1.786465,0.074647,0.417707,0.039734,-2.310513,-0.503230,2.801316,-1.784951,0.074647,0.417707,0.039734,-2.310513,-0.503230,2.801316,-1.784951,0.0400,0.033540,0.5114,0.0668,0.0460
2.6380,0.071168,0.441579,0.042705,-2.331920,-0.503577,2.792418,-1.786246,0.074781,0.418088,0.039554,-2.310404,-0.503449,2.801589,-1.784729,0.074781,0.418088,0.039554,-2.310404,-0.503449,2.801589,-1.784729,0.0400,0.033529,0.5114,0.0668,0.0459
2.6400,0.071288,0.441931,0.042543,-2.331818,-0.503794,2.792688,-1.786026,0.074916,0.418470,0.039374,-2.310294,-0.503668,2.801863,-1.784507,0.074916,0.418470,0.039374,-2.310294,-0.503668,2.801863,-1.784507,0.0400,0.033517,0.5114,0.0668,0.0457
2.6420,0.071409,0.442284,0.042381,-2.331716,-0.504011,2.792958,-1.785805,0.075050,0.418852,0.039194,-2.310184,-0.503888,2.802137,-1.784284,0.075050,0.418852,0.039194,-2.310184,-0.503888,2.802137,-1.784284,0.0400,0.033506,0.5114,0.0668,0.0456
2.6440,0.071530,0.442639,0.042219,-2.331614,-0.504229,2.793229,-1.785584,0.075185,0.419236,0.039014,-2.310074,-0.504108,2.802412,-1.784061,0.075185,0.419236,0.039014,-2.310074,-0.504108,2.802412,-1.784061,0.0400,0.033495,0.5114,0.0668,0.0455
2.6460,0.071652,0.442995,0.042055,-2.331511,-0.504448,2.793501,-1.785363,0.075321,0.419620,0.038833,-2.309964,-0.504328,2.802687,-1.783837,0.075321,0.419620,0.038833,-2.309964,-0.504328,2.802687,-1.783837,0.0400,0.033485,0.5114,0.0668,0.0453
2.6480,0.071774,0.443352,0.041892,-2.331408,-0.504667,2.793773,-1.785141,0.075456,0.420005,0.038651,-2.309854,-0.504549,2.802963,-1.783613,0.075456,0.420005,0.038651,-2.309854,-0.504549,2.802963,-1.783613,0.0400,0.033475,0.5114,0.0668,0.0452
2.6500,0.071896,0.443711,0.041727,-2.331305,-0.504886,2.794046,-1.784918,0.075592,0.420390,0.038470,-2.309743,-0.504771,2.803239,-1.783389,0.075592,0.420390,0.038470,-2.309743,-0.504771,2.803239,-1.783389,0.0400,0.033465,0.5114,0.0668,0.0451
2.6520,0.072019,0.444071,0.041562,-2.331201,-0.505106,2.794319,-1.784695,0.075728,0.420776,0.038288,-2.309632,-0.504992,2.803515,-1.783164,0.075728,0.420776,0.038288,-2.309632,-0.504992,2.803515,-1.783164,0.0400,0.033455,0.5114,0.0668,0.0450
2.6540,0.072143,0.444432,0.041396,-2.331097,-0.505327,2.794593,-1.784472,0.075864,0.421163,0.038106,-2.309521,-0.505214,2.803792,-1.782939,0.075864,0.421163,0.038106,-2.309521,-0.505214,2.803792,-1.782939,0.0400,0.033446,0.5114,0.0668,0.0448
2.6560,0.072267,0.444795,0.041230,-2.330992,-0.505548,2.794867,-1.784248,0.076000,0.421550,0.037924,-2.309410,-0.505437,2.804070,-1.782714,0.076000,0.421550,0.037924,-2.309410,-0.505437,2.804070,-1.782714,0.0400,0.033437,0.5114,0.0668,0.0447
2.6580,0.072391,0.445159,0.041064,-2.330888,-0.505769,2.795142,-1.784024,0.076137,0.421938,0.037741,-2.309299,-0.505659,2.804348,-1.782488,0.076137,0.421938,0.037741,-2.309299,-0.505659,2.804348,-1.782488,0.0400,0.033429,0.5114,0.0668,0.0446
2.6600,0.072516,0.445524,0.040896,-2.330782,-0.505990,2.795417,-1.783799,0.076273,0.422326,0.037558,-2.309187,-0.505882,2.804626,-1.782262,0.076273,0.422326,0.037558,-2.309187,-0.505882,2.804626,-1.782262,0.0400,0.033421,0.5114,0.0668,0.0444
2.6620,0.072641,0.445890,0.040729,-2.330677,-0.506212,2.795693,-1.783574,0.076410,0.422715,0.037375,-2.309075,-0.506105,2.804905,-1.782035,0.076410,0.422715,0.037375,-2.309075,-0.506105,2.804905,-1.782035,0.0400,0.033413,0.5114,0.0668,0.0443
2.6640,0.072766,0.446258,0.040560,-2.330571,-0.506435,2.795969,-1.783349,0.076547,0.423104,0.037192,-2.308964,-0.506329,2.805184,-1.781809,0.076547,0.423104,0.037192,-2.308964,-0.506329,2.805184,-1.781809,0.0400,0.033405,0.5114,0.0668,0.0441
2.6660,0.072892,0.446627,0.040391,-2.330465,-0.506658,2.796246,-1.783123,0.076685,0.423494,0.037008,-2.308852,-0.506553,2.805463,-1.781582,0.076685,0.423494,0.037008,-2.308852,-0.506553,2.805463,-1.781582,0.0400,0.033398,0.5114,0.0668,0.0440
2.6680,0.073018,0.446997,0.040222,-2.330359,-0.506881,2.796523,-1.782897,0.076822,0.423884,0.036825,-2.308740,-0.506777,2.805742,-1.781355,0.076822,0.423884,0.036825,-2.308740,-0.506777,2.805742,-1.781355,0.0400,0.033391,0.5114,0.0668,0.0439
2.6700,0.073145,0.447368,0.040052,-2.330252,-0.507104,2.796800,-1.782670,0.076959,0.424274,0.036641,-2.308628,-0.507001,2.806022,-1.781127,0.076959,0.424274,0.036641,-2.308628,-0.507001,2.806022,-1.781127,0.0400,0.033384,0.5114,0.0668,0.0437
2.6720,0.073272,0.447740,0.039882,-2.330145,-0.507328,2.797078,-1.782444,0.077097,0.424665,0.036457,-2.308515,-0.507225,2.806302,-1.780900,0.077097,0.424665,0.036457,-2.308515,-0.507225,2.806302,-1.780900,0.0400,0.033378,0.5114,0.0668,0.0436
2.6740,0.073399,0.448113,0.039711,-2.330037,-0.507552,2.797357,-1.782217,0.077235,0.425057,0.036273,-2.308403,-0.507450,2.806583,-1.780672,0.077235,0.425057,0.036273,-2.308403,-0.507450,2.806583,-1.780672,0.0400,0.033372,0.5114,0.0668,0.0435
2.6760,0.073527,0.448488,0.039540,-2.329930,-0.507776,2.797635,-1.781989,0.077373,0.425448,0.036088,-2.308291,-0.507675,2.806863,-1.780444,0.077373,0.425448,0.036088,-2.308291,-0.507675,2.806863,-1.780444,0.0400,0.033367,0.5114,0.0668,0.0433
2.6780,0.073655,0.448863,0.039369,-2.329822,-0.508001,2.797914,-1.781762,0.077511,0.425840,0.035904,-2.308178,-0.507900,2.807144,-1.780216,0.077511,0.425840,0.035904,-2.308178,-0.507900,2.807144,-1.780216,0.0400,0.033361,0.5114,0.0668,0.0432
2.6800,0.073783,0.449239,0.039197,-2.329714,-0.508226,2.798193,-1.781534,0.077649,0.426232,0.035719,-2.308066,-0.508125,2.807425,-1.779988,0.077649,0.426232,0.035719,-2.308066,-0.508125,2.807425,-1.779988,0.0400,0.033356,0.5114,0.0668,0.0430
