t_sim,q1,q2,q3,q4,q5,q6,q7,q1_ref,q2_ref,q3_ref,q4_ref,q5_ref,q6_ref,q7_ref,tau1,tau2,tau3,tau4,tau5,tau6,tau7,gripper_cmd,tracking_error,ee_x,ee_y,ee_z
3.6360,0.097511,0.518349,0.007817,-2.309372,-0.542070,2.840451,-1.747153,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0350,0.040504,0.5089,0.0657,0.0164
3.6380,0.097509,0.518350,0.007814,-2.309372,-0.542070,2.840452,-1.747153,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0349,0.040505,0.5089,0.0657,0.0164
3.6400,0.097508,0.518351,0.007813,-2.309373,-0.542070,2.840452,-1.747153,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0349,0.040506,0.5089,0.0657,0.0164
3.6420,0.097506,0.518352,0.007811,-2.309374,-0.542070,2.840452,-1.747153,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0348,0.040507,0.5089,0.0657,0.0164
3.6440,0.097505,0.518353,0.007809,-2.309374,-0.542070,2.840453,-1.747153,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0347,0.040508,0.5089,0.0657,0.0164
3.6460,0.097504,0.518354,0.007807,-2.309375,-0.542070,2.840453,-1.747153,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0347,0.040509,0.5089,0.0657,0.0164
3.6480,0.097502,0.518355,0.007805,-2.309375,-0.542070,2.840453,-1.747153,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0346,0.040510,0.5089,0.0657,0.0164
3.6500,0.097501,0.518356,0.007804,-2.309375,-0.542070,2.840453,-1.747153,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0346,0.040511,0.5089,0.0657,0.0164
3.6520,0.097500,0.518356,0.007802,-2.309376,-0.542070,2.840453,-1.747154,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0345,0.040512,0.5089,0.0657,0.0164
3.6540,0.097499,0.518357,0.007801,-2.309376,-0.542070,2.840453,-1.747154,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0345,0.040513,0.5089,0.0657,0.0164
3.6560,0.097498,0.518358,0.007800,-2.309376,-0.542070,2.840452,-1.747154,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0344,0.040513,0.5089,0.0657,0.0164
3.6580,0.097497,0.518358,0.007798,-2.309376,-0.542070,2.840452,-1.747154,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0343,0.040514,0.5089,0.0657,0.0164
3.6600,0.097496,0.518359,0.007797,-2.309376,-0.542070,2.840452,-1.747154,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0343,0.040515,0.5089,0.0657,0.0164
3.6620,0.097495,0.518359,0.007796,-2.309376,-0.542071,2.840452,-1.747154,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0342,0.040515,0.5089,0.0657,0.0164
3.6640,0.097494,0.518359,0.007795,-2.309376,-0.542071,2.840451,-1.747154,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0341,0.040516,0.5089,0.0657,0.0164
3.6660,0.097493,0.518360,0.007794,-2.309376,-0.542071,2.840451,-1.747154,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0341,0.040516,0.5089,0.0657,0.0164
3.6680,0.097493,0.518360,0.007793,-2.309376,-0.542071,2.840451,-1.747154,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0340,0.040516,0.5089,0.0657,0.0164
3.6700,0.097492,0.518360,0.007792,-2.309376,-0.542071,2.840451,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0340,0.040516,0.5089,0.0657,0.0164
3.6720,0.097491,0.518360,0.007791,-2.309376,-0.542071,2.840450,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0339,0.040517,0.5089,0.0657,0.0164
3.6740,0.097491,0.518361,0.007790,-2.309376,-0.542071,2.840450,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0338,0.040517,0.5089,0.0657,0.0164
3.6760,0.097490,0.518361,0.007790,-2.309376,-0.542071,2.840450,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0338,0.040517,0.5089,0.0657,0.0164
3.6780,0.097490,0.518361,0.007789,-2.309376,-0.542071,2.840450,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0337,0.040517,0.5089,0.0657,0.0164
3.6800,0.097489,0.518361,0.007788,-2.309376,-0.542071,2.840450,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0336,0.040517,0.5089,0.0657,0.0164
3.6820,0.097489,0.518361,0.007788,-2.309376,-0.542071,2.840449,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0336,0.040517,0.5089,0.0657,0.0164
3.6840,0.097488,0.518361,0.007787,-2.309376,-0.542071,2.840449,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0335,0.040517,0.5089,0.0657,0.0164
3.6860,0.097488,0.518361,0.007787,-2.309375,-0.542072,2.840449,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0334,0.040517,0.5089,0.0657,0.0164
3.6880,0.097488,0.518360,0.007786,-2.309375,-0.542072,2.840449,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0334,0.040517,0.5089,0.0657,0.0164
3.6900,0.097487,0.518360,0.007786,-2.309375,-0.542072,2.840449,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0333,0.040516,0.5089,0.0657,0.0164
3.6920,0.097487,0.518360,0.007786,-2.309375,-0.542072,2.840449,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0332,0.040516,0.5089,0.0657,0.0164
3.6940,0.097487,0.518360,0.007786,-2.309374,-0.542072,2.840449,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0332,0.040516,0.5089,0.0657,0.0164
3.6960,0.097487,0.518360,0.007785,-2.309374,-0.542072,2.840450,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0331,0.040515,0.5089,0.0657,0.0164
3.6980,0.097487,0.518360,0.007785,-2.309374,-0.542072,2.840450,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0330,0.040515,0.5089,0.0657,0.0164
3.7000,0.097486,0.518359,0.007785,-2.309373,-0.542072,2.840450,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0330,0.040515,0.5089,0.0657,0.0164
3.7020,0.097486,0.518359,0.007785,-2.309373,-0.542072,2.840450,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0329,0.040514,0.5089,0.0657,0.0164
3.7040,0.097486,0.518359,0.007785,-2.309373,-0.542072,2.840451,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0328,0.040514,0.5089,0.0657,0.0164
3.7060,0.097486,0.518358,0.007785,-2.309372,-0.542072,2.840451,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0328,0.040513,0.5089,0.0657,0.0164
3.7080,0.097486,0.518358,0.007785,-2.309372,-0.542072,2.840452,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0327,0.040513,0.5089,0.0657,0.0164
3.7100,0.097486,0.518358,0.007785,-2.309372,-0.542072,2.840452,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0326,0.040512,0.5089,0.0657,0.0164
3.7120,0.097486,0.518357,0.007785,-2.309371,-0.542072,2.840452,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0326,0.040512,0.5089,0.0657,0.0164
3.7140,0.097487,0.518357,0.007785,-2.309371,-0.542072,2.840453,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0325,0.040511,0.5089,0.0657,0.0164
3.7160,0.097487,0.518357,0.007785,-2.309371,-0.542072,2.840453,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0324,0.040511,0.5089,0.0657,0.0164
3.7180,0.097487,0.518356,0.007786,-2.309370,-0.542072,2.840454,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0324,0.040510,0.5089,0.0657,0.0164
3.7200,0.097487,0.518356,0.007786,-2.309370,-0.542072,2.840455,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0323,0.040509,0.5089,0.0657,0.0164
3.7220,0.097487,0.518356,0.007786,-2.309369,-0.542072,2.840455,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0322,0.040509,0.5089,0.0657,0.0164
3.7240,0.097487,0.518355,0.007786,-2.309369,-0.542072,2.840456,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0321,0.040508,0.5089,0.0657,0.0164
3.7260,0.097488,0.518355,0.007787,-2.309369,-0.542072,2.840456,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0321,0.040507,0.5089,0.0657,0.0164
3.7280,0.097488,0.518354,0.007787,-2.309368,-0.542072,2.840457,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0320,0.040507,0.5089,0.0657,0.0164
3.7300,0.097488,0.518354,0.007787,-2.309368,-0.542072,2.840458,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0319,0.040506,0.5089,0.0657,0.0164
3.7320,0.097488,0.518353,0.007788,-2.309367,-0.542073,2.840458,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0319,0.040505,0.5089,0.0657,0.0164
3.7340,0.097489,0.518353,0.007788,-2.309367,-0.542073,2.840459,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0318,0.040505,0.5089,0.0657,0.0164
3.7360,0.097489,0.518353,0.007789,-2.309366,-0.542073,2.840460,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0317,0.040504,0.5089,0.0657,0.0164
3.7380,0.097489,0.518352,0.007789,-2.309366,-0.542073,2.840460,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0316,0.040503,0.5089,0.0657,0.0164
3.7400,0.097490,0.518352,0.007790,-2.309366,-0.542073,2.840461,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0316,0.040503,0.5089,0.0657,0.0164
3.7420,0.097490,0.518351,0.007790,-2.309365,-0.542073,2.840461,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0315,0.040502,0.5089,0.0657,0.0164
3.7440,0.097490,0.518351,0.007790,-2.309365,-0.542073,2.840462,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0314,0.040501,0.5089,0.0657,0.0164
3.7460,0.097491,0.518350,0.007791,-2.309364,-0.542073,2.840463,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0314,0.040500,0.5089,0.0657,0.0164
3.7480,0.097491,0.518350,0.007791,-2.309364,-0.542073,2.840463,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0313,0.040500,0.5089,0.0657,0.0164
3.7500,0.097492,0.518349,0.007792,-2.309363,-0.542073,2.840464,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0312,0.040499,0.5089,0.0657,0.0164
3.7520,0.097492,0.518349,0.007792,-2.309363,-0.542073,2.840464,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0311,0.040498,0.5089,0.0657,0.0164
3.7540,0.097492,0.518349,0.007793,-2.309363,-0.542073,2.840465,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0311,0.040498,0.5089,0.0657,0.0164
3.7560,0.097493,0.518348,0.007794,-2.309362,-0.542074,2.840465,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0310,0.040497,0.5089,0.0657,0.0164
3.7580,0.097493,0.518348,0.007794,-2.309362,-0.542074,2.840466,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0309,0.040496,0.5089,0.0657,0.0164
3.7600,0.097494,0.518347,0.007795,-2.309361,-0.542074,2.840466,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0308,0.040496,0.5089,0.0657,0.0164
3.7620,0.097494,0.518347,0.007795,-2.309361,-0.542074,2.840466,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0308,0.040495,0.5089,0.0657,0.0164
3.7640,0.097495,0.518346,0.007796,-2.309361,-0.542074,2.840467,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0307,0.040494,0.5089,0.0657,0.0164
3.7660,0.097495,0.518346,0.007796,-2.309360,-0.542074,2.840467,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0306,0.040494,0.5089,0.0657,0.0164
3.7680,0.097496,0.518345,0.007797,-2.309360,-0.542074,2.840468,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0305,0.040493,0.5089,0.0657,0.0164
3.7700,0.097496,0.518345,0.007798,-2.309359,-0.542074,2.840468,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0304,0.040493,0.5089,0.0657,0.0164
3.7720,0.097496,0.518345,0.007798,-2.309359,-0.542074,2.840468,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0304,0.040492,0.5089,0.0657,0.0164
3.7740,0.097497,0.518344,0.007799,-2.309359,-0.542075,2.840468,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0303,0.040491,0.5089,0.0657,0.0164
3.7760,0.097497,0.518344,0.007799,-2.309358,-0.542075,2.840469,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0302,0.040491,0.5089,0.0657,0.0164
3.7780,0.097498,0.518343,0.007800,-2.309358,-0.542075,2.840469,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0301,0.040490,0.5089,0.0657,0.0164
3.7800,0.097498,0.518343,0.007800,-2.309358,-0.542075,2.840469,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0301,0.040490,0.5089,0.0657,0.0164
3.7820,0.097499,0.518343,0.007801,-2.309357,-0.542075,2.840469,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0300,0.040489,0.5089,0.0657,0.0164
3.7840,0.097499,0.518342,0.007802,-2.309357,-0.542075,2.840469,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0299,0.040489,0.5089,0.0657,0.0164
3.7860,0.097500,0.518342,0.007802,-2.309357,-0.542075,2.840469,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0298,0.040488,0.5089,0.0657,0.0164
3.7880,0.097500,0.518342,0.007803,-2.309356,-0.542075,2.840469,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0297,0.040488,0.5089,0.0657,0.0164
3.7900,0.097500,0.518341,0.007803,-2.309356,-0.542075,2.840470,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0297,0.040487,0.5089,0.0657,0.0164
3.7920,0.097501,0.518341,0.007804,-2.309356,-0.542075,2.840470,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0296,0.040487,0.5089,0.0657,0.0164
3.7940,0.097501,0.518341,0.007804,-2.309356,-0.542075,2.840470,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0295,0.040486,0.5089,0.0657,0.0164
3.7960,0.097502,0.518340,0.007805,-2.309355,-0.542076,2.840470,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0294,0.040486,0.5089,0.0657,0.0164
3.7980,0.097502,0.518340,0.007805,-2.309355,-0.542076,2.840470,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0293,0.040486,0.5089,0.0657,0.0164
3.8000,0.097503,0.518340,0.007806,-2.309355,-0.542076,2.840470,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0293,0.040485,0.5089,0.0657,0.0164
3.8020,0.097503,0.518339,0.007806,-2.309355,-0.542076,2.840470,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0292,0.040485,0.5089,0.0657,0.0164
3.8040,0.097503,0.518339,0.007807,-2.309354,-0.542076,2.840470,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0291,0.040485,0.5089,0.0657,0.0164
3.8060,0.097504,0.518339,0.007807,-2.309354,-0.542076,2.840470,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0290,0.040484,0.5089,0.0657,0.0164
3.8080,0.097504,0.518339,0.007808,-2.309354,-0.542076,2.840470,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0289,0.040484,0.5089,0.0657,0.0164
3.8100,0.097505,0.518338,0.007808,-2.309354,-0.542076,2.840470,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0289,0.040484,0.5089,0.0657,0.0164
3.8120,0.097505,0.518338,0.007809,-2.309354,-0.542076,2.840469,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0288,0.040483,0.5089,0.0657,0.0164
3.8140,0.097505,0.518338,0.007809,-2.309353,-0.542076,2.840469,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0287,0.040483,0.5089,0.0657,0.0164
3.8160,0.097506,0.518338,0.007810,-2.309353,-0.542076,2.840469,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0286,0.040483,0.5089,0.0657,0.0164
3.8180,0.097506,0.518337,0.007810,-2.309353,-0.542076,2.840469,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0285,0.040482,0.5089,0.0657,0.0164
3.8200,0.097507,0.518337,0.007811,-2.309353,-0.542076,2.840469,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0285,0.040482,0.5089,0.0657,0.0164
3.8220,0.097507,0.518337,0.007811,-2.309353,-0.542076,2.840469,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0284,0.040482,0.5089,0.0657,0.0164
3.8240,0.097507,0.518337,0.007811,-2.309353,-0.542076,2.840469,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0283,0.040482,0.5089,0.0657,0.0164
3.8260,0.097508,0.518337,0.007812,-2.309352,-0.542076,2.840469,-1.747155,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.097510,0.482637,0.009157,-2.291871,-0.540510,2.847844,-1.747150,0.0282,0.040481,0.5089,0.0657,0.0164
