t_sim,q1,q2,q3,q4,q5,q6,q1_ref,q2_ref,q3_ref,q4_ref,q5_ref,q6_ref,tau1,tau2,tau3,tau4,tau5,tau6,tracking_error
7.3600,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,0.680000,-0.832000,1.232000,-0.532000,0.000000,0.000000,0.034852,-0.057230,0.051524,-9.999861,0.000000,-0.000000,1.967077
7.3800,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,0.690000,-0.831000,1.231000,-0.531000,0.000000,0.000000,0.035544,-0.057174,0.051466,-9.999861,-0.000000,0.000000,1.968103
7.4000,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,0.700000,-0.830000,1.230000,-0.530000,0.000000,0.000000,0.036237,-0.057117,0.051408,-9.999861,0.000000,0.000000,1.969182
7.4200,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,0.710000,-0.829000,1.229000,-0.529000,0.000000,0.000000,0.036930,-0.057061,0.051351,-9.999861,-0.000000,0.000000,1.970311
7.4400,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,0.720000,-0.828000,1.228000,-0.528000,0.000000,0.000000,0.037623,-0.057004,0.051293,-9.999861,0.000000,-0.000000,1.971493
7.4600,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,0.730000,-0.827000,1.227000,-0.527000,0.000000,0.000000,0.038317,-0.056948,0.051235,-9.999862,-0.000000,-0.000000,1.972726
7.4800,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,0.740000,-0.826000,1.226000,-0.526000,0.000000,0.000000,0.039011,-0.056891,0.051177,-9.999862,-0.000000,-0.000000,1.974010
7.5000,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,0.750000,-0.825000,1.225000,-0.525000,0.000000,0.000000,0.039705,-0.056834,0.051120,-9.999862,0.000000,-0.000000,1.975345
7.5200,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,0.760000,-0.824000,1.224000,-0.524000,0.000000,0.000000,0.040400,-0.056778,0.051062,-9.999862,-0.000000,-0.000000,1.976732
7.5400,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,0.770000,-0.823000,1.223000,-0.523000,0.000000,0.000000,0.041095,-0.056721,0.051004,-9.999862,-0.000000,-0.000000,1.978170
7.5600,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,0.780000,-0.822000,1.222000,-0.522000,0.000000,0.000000,0.041790,-0.056664,0.050946,-9.999862,-0.000000,-0.000000,1.979659
7.5800,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,0.790000,-0.821000,1.221000,-0.521000,0.000000,0.000000,0.042485,-0.056608,0.050888,-9.999862,0.000000,-0.000000,1.981199
7.6000,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,0.800000,-0.820000,1.220000,-0.520000,0.000000,0.000000,0.043181,-0.056551,0.050830,-9.999862,0.000000,0.000000,1.982789
7.6200,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,0.810000,-0.819000,1.219000,-0.519000,0.000000,0.000000,0.043877,-0.056494,0.050772,-9.999862,-0.000000,0.000000,1.984430
7.6400,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,0.820000,-0.818000,1.218000,-0.518000,0.000000,0.000000,0.044573,-0.056437,0.050714,-9.999862,-0.000000,0.000000,1.986122
7.6600,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,0.830000,-0.817000,1.217000,-0.517000,0.000000,0.000000,0.045270,-0.056380,0.050656,-9.999862,-0.000000,0.000000,1.987864
7.6800,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,0.840000,-0.816000,1.216000,-0.516000,0.000000,0.000000,0.045967,-0.056323,0.050598,-9.999863,-0.000000,0.000000,1.989656
7.7000,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,0.850000,-0.815000,1.215000,-0.515000,0.000000,0.000000,0.046664,-0.056266,0.050540,-9.999863,0.000000,0.000000,1.991499
7.7200,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,0.860000,-0.814000,1.214000,-0.514000,0.000000,0.000000,0.047362,-0.056210,0.050481,-9.999863,-0.000000,0.000000,1.993391
7.7400,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,0.870000,-0.813000,1.213000,-0.513000,0.000000,0.000000,0.048059,-0.056153,0.050423,-9.999863,-0.000000,0.000000,1.995333
7.7600,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,0.880000,-0.812000,1.212000,-0.512000,0.000000,0.000000,0.048757,-0.056096,0.050365,-9.999863,0.000000,0.000000,1.997325
7.7800,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,0.890000,-0.811000,1.211000,-0.511000,0.000000,0.000000,0.049456,-0.056039,0.050307,-9.999863,-0.000000,0.000000,1.999366
7.8000,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,0.900000,-0.810000,1.210000,-0.510000,0.000000,0.000000,0.050154,-0.055981,0.050249,-9.999863,0.000000,0.000000,2.001457
7.8200,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,0.910000,-0.809000,1.209000,-0.509000,0.000000,0.000000,0.050853,-0.055924,0.050190,-9.999863,-0.000000,-0.000000,2.003597
7.8400,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,0.920000,-0.808000,1.208000,-0.508000,0.000000,0.000000,0.051552,-0.055867,0.050132,-9.999863,-0.000000,-0.000000,2.005786
7.8600,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,0.930000,-0.807000,1.207000,-0.507000,0.000000,0.000000,0.052252,-0.055810,0.050074,-9.999863,-0.000000,-0.000000,2.008024
7.8800,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,0.940000,-0.806000,1.206000,-0.506000,0.000000,0.000000,0.052952,-0.055753,0.050015,-9.999863,-0.000000,-0.000000,2.010311
7.9000,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,0.950000,-0.805000,1.205000,-0.505000,0.000000,0.000000,0.053652,-0.055696,0.049957,-9.999864,-0.000000,-0.000000,2.012646
7.9200,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,0.960000,-0.804000,1.204000,-0.504000,0.000000,0.000000,0.054352,-0.055638,0.049898,-9.999864,0.000000,-0.000000,2.015030
7.9400,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,0.970000,-0.803000,1.203000,-0.503000,0.000000,0.000000,0.055053,-0.055581,0.049840,-9.999864,-0.000000,-0.000000,2.017462
7.9600,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,0.980000,-0.802000,1.202000,-0.502000,0.000000,0.000000,0.055754,-0.055524,0.049781,-9.999864,-0.000000,0.000000,2.019942
7.9800,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,0.990000,-0.801000,1.201000,-0.501000,0.000000,0.000000,0.056455,-0.055467,0.049723,-9.999864,0.000000,0.000000,2.022470
8.0000,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.800000,1.200000,-0.500000,0.000000,0.000000,0.057156,-0.055409,0.049664,-9.999864,-0.000000,-0.000000,2.025045
8.0200,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.802000,1.202000,-0.501000,0.000000,0.000000,0.057144,-0.055536,0.049792,-9.999864,-0.000000,-0.000000,2.027292
8.0400,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.804000,1.204000,-0.502000,0.000000,0.000000,0.057132,-0.055662,0.049919,-9.999864,0.000000,0.000000,2.029540
8.0600,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.806000,1.206000,-0.503000,0.000000,0.000000,0.057120,-0.055788,0.050047,-9.999864,0.000000,0.000000,2.031790
8.0800,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.808000,1.208000,-0.504000,0.000000,0.000000,0.057108,-0.055914,0.050174,-9.999864,0.000000,-0.000000,2.034042
8.1000,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.810000,1.210000,-0.505000,0.000000,0.000000,0.057096,-0.056040,0.050301,-9.999864,-0.000000,-0.000000,2.036296
8.1200,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.812000,1.212000,-0.506000,0.000000,0.000000,0.057084,-0.056166,0.050429,-9.999863,0.000000,0.000000,2.038552
8.1400,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.814000,1.214000,-0.507000,0.000000,0.000000,0.057073,-0.056292,0.050556,-9.999863,-0.000000,-0.000000,2.040810
8.1600,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.816000,1.216000,-0.508000,0.000000,0.000000,0.057061,-0.056418,0.050683,-9.999863,0.000000,0.000000,2.043070
8.1800,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.818000,1.218000,-0.509000,0.000000,0.000000,0.057049,-0.056544,0.050810,-9.999863,0.000000,-0.000000,2.045332
8.2000,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.820000,1.220000,-0.510000,0.000000,0.000000,0.057037,-0.056670,0.050937,-9.999863,0.000000,-0.000000,2.047596
8.2200,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.822000,1.222000,-0.511000,0.000000,0.000000,0.057025,-0.056795,0.051064,-9.999863,-0.000000,-0.000000,2.049861
8.2400,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.824000,1.224000,-0.512000,0.000000,0.000000,0.057013,-0.056921,0.051191,-9.999863,-0.000000,-0.000000,2.052129
8.2600,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.826000,1.226000,-0.513000,0.000000,0.000000,0.057001,-0.057047,0.051317,-9.999863,-0.000000,-0.000000,2.054398
8.2800,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.828000,1.228000,-0.514000,0.000000,0.000000,0.056989,-0.057172,0.051444,-9.999863,0.000000,0.000000,2.056669
8.3000,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.830000,1.230000,-0.515000,0.000000,0.000000,0.056977,-0.057298,0.051571,-9.999863,0.000000,0.000000,2.058942
8.3200,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.832000,1.232000,-0.516000,0.000000,0.000000,0.056965,-0.057423,0.051698,-9.999863,-0.000000,-0.000000,2.061217
8.3400,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.834000,1.234000,-0.517000,0.000000,0.000000,0.056953,-0.057549,0.051824,-9.999862,-0.000000,-0.000000,2.063494
8.3600,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.836000,1.236000,-0.518000,0.000000,0.000000,0.056941,-0.057674,0.051951,-9.999862,-0.000000,-0.000000,2.065773
8.3800,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.838000,1.238000,-0.519000,0.000000,0.000000,0.056929,-0.057799,0.052077,-9.999862,0.000000,0.000000,2.068053
8.4000,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.840000,1.240000,-0.520000,0.000000,0.000000,0.056917,-0.057924,0.052204,-9.999862,-0.000000,-0.000000,2.070335
8.4200,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.842000,1.242000,-0.521000,0.000000,0.000000,0.056905,-0.058050,0.052330,-9.999862,-0.000000,0.000000,2.072620
8.4400,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.844000,1.244000,-0.522000,0.000000,0.000000,0.056893,-0.058175,0.052456,-9.999862,0.000000,-0.000000,2.074906
8.4600,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.846000,1.246000,-0.523000,0.000000,0.000000,0.056881,-0.058300,0.052582,-9.999862,-0.000000,0.000000,2.077193
8.4800,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.848000,1.248000,-0.524000,0.000000,0.000000,0.056869,-0.058425,0.052709,-9.999862,0.000000,-0.000000,2.079483
8.5000,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.850000,1.250000,-0.525000,0.000000,0.000000,0.056857,-0.058550,0.052835,-9.999862,0.000000,0.000000,2.081774
8.5200,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.852000,1.252000,-0.526000,0.000000,0.000000,0.056845,-0.058674,0.052961,-9.999862,0.000000,-0.000000,2.084067
8.5400,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.854000,1.254000,-0.527000,0.000000,0.000000,0.056833,-0.058799,0.053087,-9.999862,0.000000,-0.000000,2.086362
8.5600,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.856000,1.256000,-0.528000,0.000000,0.000000,0.056821,-0.058924,0.053213,-9.999861,0.000000,-0.000000,2.088659
8.5800,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.858000,1.258000,-0.529000,0.000000,0.000000,0.056809,-0.059049,0.053339,-9.999861,0.000000,-0.000000,2.090958
8.6000,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.860000,1.260000,-0.530000,0.000000,0.000000,0.056797,-0.059173,0.053465,-9.999861,-0.000000,-0.000000,2.093258
8.6200,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.862000,1.262000,-0.531000,0.000000,0.000000,0.056785,-0.059298,0.053590,-9.999861,0.000000,-0.000000,2.095560
8.6400,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.864000,1.264000,-0.532000,0.000000,0.000000,0.056773,-0.059422,0.053716,-9.999861,-0.000000,0.000000,2.097864
8.6600,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.866000,1.266000,-0.533000,0.000000,0.000000,0.056761,-0.059547,0.053842,-9.999861,0.000000,-0.000000,2.100170
8.6800,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.868000,1.268000,-0.534000,0.000000,0.000000,0.056750,-0.059671,0.053967,-9.999861,-0.000000,0.000000,2.102477
8.7000,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.870000,1.270000,-0.535000,0.000000,0.000000,0.056738,-0.059796,0.054093,-9.999861,0.000000,-0.000000,2.104786
8.7200,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.872000,1.272000,-0.536000,0.000000,0.000000,0.056726,-0.059920,0.054218,-9.999861,-0.000000,-0.000000,2.107097
8.7400,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.874000,1.274000,-0.537000,0.000000,0.000000,0.056714,-0.060044,0.054344,-9.999861,-0.000000,-0.000000,2.109410
8.7600,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.876000,1.276000,-0.538000,0.000000,0.000000,0.056702,-0.060168,0.054469,-9.999861,0.000000,-0.000000,2.111724
8.7800,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.878000,1.278000,-0.539000,0.000000,0.000000,0.056690,-0.060293,0.054595,-9.999860,0.000000,-0.000000,2.114040
8.8000,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.880000,1.280000,-0.540000,0.000000,0.000000,0.056678,-0.060417,0.054720,-9.999860,0.000000,0.000000,2.116358
8.8200,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.882000,1.282000,-0.541000,0.000000,0.000000,0.056666,-0.060541,0.054845,-9.999860,0.000000,0.000000,2.118677
8.8400,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.884000,1.284000,-0.542000,0.000000,0.000000,0.056654,-0.060665,0.054970,-9.999860,-0.000000,-0.000000,2.120998
8.8600,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.886000,1.286000,-0.543000,0.000000,0.000000,0.056642,-0.060788,0.055095,-9.999860,0.000000,-0.000000,2.123321
8.8800,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.888000,1.288000,-0.544000,0.000000,0.000000,0.056630,-0.060912,0.055220,-9.999860,0.000000,-0.000000,2.125646
8.9000,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.890000,1.290000,-0.545000,0.000000,0.000000,0.056618,-0.061036,0.055345,-9.999860,0.000000,0.000000,2.127972
8.9200,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.892000,1.292000,-0.546000,0.000000,0.000000,0.056606,-0.061160,0.055470,-9.999860,-0.000000,0.000000,2.130300
8.9400,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.894000,1.294000,-0.547000,0.000000,0.000000,0.056594,-0.061283,0.055595,-9.999860,0.000000,-0.000000,2.132630
8.9600,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.896000,1.296000,-0.548000,0.000000,0.000000,0.056582,-0.061407,0.055720,-9.999860,0.000000,-0.000000,2.134961
8.9800,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.898000,1.298000,-0.549000,0.000000,0.000000,0.056570,-0.061531,0.055845,-9.999860,0.000000,-0.000000,2.137294
9.0000,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.900000,1.300000,-0.550000,0.000000,0.000000,0.056558,-0.061654,0.055969,-9.999860,-0.000000,-0.000000,2.139628
9.0200,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.902000,1.302000,-0.551000,0.000000,0.000000,0.056546,-0.061778,0.056094,-9.999859,0.000000,-0.000000,2.141965
9.0400,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.904000,1.304000,-0.552000,0.000000,0.000000,0.056534,-0.061901,0.056219,-9.999859,-0.000000,-0.000000,2.144303
9.0600,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.906000,1.306000,-0.553000,0.000000,0.000000,0.056522,-0.062024,0.056343,-9.999859,0.000000,-0.000000,2.146642
9.0800,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.908000,1.308000,-0.554000,0.000000,0.000000,0.056510,-0.062148,0.056468,-9.999859,0.000000,-0.000000,2.148984
9.1000,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.910000,1.310000,-0.555000,0.000000,0.000000,0.056499,-0.062271,0.056592,-9.999859,0.000000,-0.000000,2.151326
9.1200,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.912000,1.312000,-0.556000,0.000000,0.000000,0.056487,-0.062394,0.056716,-9.999859,0.000000,0.000000,2.153671
9.1400,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.914000,1.314000,-0.557000,0.000000,0.000000,0.056475,-0.062517,0.056841,-9.999859,-0.000000,-0.000000,2.156017
9.1600,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.916000,1.316000,-0.558000,0.000000,0.000000,0.056463,-0.062640,0.056965,-9.999859,-0.000000,-0.000000,2.158365
9.1800,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.918000,1.318000,-0.559000,0.000000,0.000000,0.056451,-0.062763,0.057089,-9.999859,-0.000000,-0.000000,2.160714
9.2000,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.920000,1.320000,-0.560000,0.000000,0.000000,0.056439,-0.062886,0.057213,-9.999859,-0.000000,-0.000000,2.163065
9.2200,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.922000,1.322000,-0.561000,0.000000,0.000000,0.056427,-0.063009,0.057337,-9.999859,-0.000000,-0.000000,2.165418
9.2400,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.924000,1.324000,-0.562000,0.000000,0.000000,0.056415,-0.063132,0.057461,-9.999858,-0.000000,0.000000,2.167772
9.2600,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.926000,1.326000,-0.563000,0.000000,0.000000,0.056403,-0.063254,0.057585,-9.999858,0.000000,-0.000000,2.170128
9.2800,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.928000,1.328000,-0.564000,0.000000,0.000000,0.056391,-0.063377,0.057709,-9.999858,-0.000000,0.000000,2.172485
9.3000,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.930000,1.330000,-0.565000,0.000000,0.000000,0.056379,-0.063500,0.057833,-9.999858,-0.000000,-0.000000,2.174844
9.3200,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.932000,1.332000,-0.566000,0.000000,0.000000,0.056367,-0.063622,0.057957,-9.999858,-0.000000,-0.000000,2.177204
9.3400,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.934000,1.334000,-0.567000,0.000000,0.000000,0.056355,-0.063745,0.058080,-9.999858,-0.000000,0.000000,2.179566
9.3600,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.936000,1.336000,-0.568000,0.000000,0.000000,0.056343,-0.063867,0.058204,-9.999858,0.000000,-0.000000,2.181930
9.3800,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.938000,1.338000,-0.569000,0.000000,0.000000,0.056331,-0.063990,0.058328,-9.999858,0.000000,0.000000,2.184295
9.4000,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.940000,1.340000,-0.570000,0.000000,0.000000,0.056319,-0.064112,0.058451,-9.999858,0.000000,-0.000000,2.186662
9.4200,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.942000,1.342000,-0.571000,0.000000,0.000000,0.056307,-0.064234,0.058575,-9.999858,-0.000000,0.000000,2.189030
9.4400,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.944000,1.344000,-0.572000,0.000000,0.000000,0.056296,-0.064357,0.058698,-9.999858,0.000000,0.000000,2.191400
9.4600,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.946000,1.346000,-0.573000,0.000000,0.000000,0.056284,-0.064479,0.058822,-9.999857,-0.000000,0.000000,2.193772
9.4800,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.948000,1.348000,-0.574000,0.000000,0.000000,0.056272,-0.064601,0.058945,-9.999857,0.000000,0.000000,2.196145
9.5000,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.950000,1.350000,-0.575000,0.000000,0.000000,0.056260,-0.064723,0.059068,-9.999857,0.000000,-0.000000,2.198519
9.5200,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.952000,1.352000,-0.576000,0.000000,0.000000,0.056248,-0.064845,0.059191,-9.999857,0.000000,-0.000000,2.200895
9.5400,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.954000,1.354000,-0.577000,0.000000,0.000000,0.056236,-0.064967,0.059315,-9.999857,-0.000000,0.000000,2.203273
9.5600,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.956000,1.356000,-0.578000,0.000000,0.000000,0.056224,-0.065089,0.059438,-9.999857,0.000000,0.000000,2.205652
9.5800,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.958000,1.358000,-0.579000,0.000000,0.000000,0.056212,-0.065211,0.059561,-9.999857,-0.000000,0.000000,2.208032
9.6000,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.960000,1.360000,-0.580000,0.000000,0.000000,0.056200,-0.065333,0.059684,-9.999857,-0.000000,-0.000000,2.210414
9.6200,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.962000,1.362000,-0.581000,0.000000,0.000000,0.056188,-0.065454,0.059807,-9.999857,-0.000000,-0.000000,2.212798
9.6400,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.964000,1.364000,-0.582000,0.000000,0.000000,0.056176,-0.065576,0.059930,-9.999857,-0.000000,-0.000000,2.215183
9.6600,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.966000,1.366000,-0.583000,0.000000,0.000000,0.056164,-0.065698,0.060052,-9.999857,-0.000000,0.000000,2.217570
9.6800,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.968000,1.368000,-0.584000,0.000000,0.000000,0.056152,-0.065819,0.060175,-9.999856,-0.000000,-0.000000,2.219958
9.7000,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.970000,1.370000,-0.585000,0.000000,0.000000,0.056141,-0.065941,0.060298,-9.999856,-0.000000,-0.000000,2.222347
9.7200,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.972000,1.372000,-0.586000,0.000000,0.000000,0.056129,-0.066062,0.060421,-9.999856,0.000000,-0.000000,2.224738
9.7400,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.974000,1.374000,-0.587000,0.000000,0.000000,0.056117,-0.066184,0.060543,-9.999856,0.000000,-0.000000,2.227131
9.7600,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.976000,1.376000,-0.588000,0.000000,0.000000,0.056105,-0.066305,0.060666,-9.999856,0.000000,-0.000000,2.229525
9.7800,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.978000,1.378000,-0.589000,0.000000,0.000000,0.056093,-0.066426,0.060788,-9.999856,-0.000000,0.000000,2.231920
9.8000,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.980000,1.380000,-0.590000,0.000000,0.000000,0.056081,-0.066547,0.060911,-9.999856,-0.000000,-0.000000,2.234317
9.8200,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.982000,1.382000,-0.591000,0.000000,0.000000,0.056069,-0.066669,0.061033,-9.999856,0.000000,-0.000000,2.236715
9.8400,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.984000,1.384000,-0.592000,0.000000,0.000000,0.056057,-0.066790,0.061155,-9.999856,0.000000,0.000000,2.239115
9.8600,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.986000,1.386000,-0.593000,0.000000,0.000000,0.056045,-0.066911,0.061277,-9.999856,0.000000,-0.000000,2.241516
9.8800,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.988000,1.388000,-0.594000,0.000000,0.000000,0.056033,-0.067032,0.061400,-9.999856,-0.000000,0.000000,2.243919
9.9000,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.990000,1.390000,-0.595000,0.000000,0.000000,0.056021,-0.067153,0.061522,-9.999855,0.000000,-0.000000,2.246323
9.9200,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.992000,1.392000,-0.596000,0.000000,0.000000,0.056009,-0.067274,0.061644,-9.999855,-0.000000,-0.000000,2.248729
9.9400,0.171263,0.003406,0.479892,0.999995,0.000000,0.000000,1.000000,-0.994000,1.394000,-0.597000,0.000000,0.000000,0.055998,-0.067394,0.061766,-9.999855,0.000000,-0.000000,2.251136
9.9600,0.171263,0.003406,0.479892,0.999995,0.000000,-0.000000,1.000000,-0.996000,1.396000,-0.598000,0.000000,0.000000,0.055986,-0.067515,0.061888,-9.999855,0.000000,-0.000000,2.253544
