t_sim,q1,q2,q3,q4,q5,q6,q1_ref,q2_ref,q3_ref,q4_ref,q5_ref,q6_ref,tau1,tau2,tau3,tau4,tau5,tau6,tracking_error,box_x,box_y,box_z
7.1400,0.033078,-0.007926,-0.006155,0.059496,-0.200642,0.077535,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.024111,-0.001185,-0.001227,0.006026,-0.017858,0.008638,4.092748,0.2000,0.0000,0.4799
7.1600,0.034052,-0.008542,-0.006472,0.063964,-0.215738,0.080902,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.023881,-0.001157,-0.001192,0.005883,-0.017455,0.008187,4.087888,0.2000,0.0000,0.4799
7.1800,0.035018,-0.009203,-0.006802,0.068726,-0.231750,0.084324,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.023633,-0.001128,-0.001156,0.005730,-0.017019,0.007725,4.082830,0.2000,0.0000,0.4799
7.2000,0.035975,-0.009915,-0.007144,0.073800,-0.248728,0.087799,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.023365,-0.001096,-0.001119,0.005566,-0.016552,0.007252,4.077573,0.2000,0.0000,0.4799
7.2200,0.036922,-0.010680,-0.007501,0.079207,-0.266725,0.091326,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.023076,-0.001063,-0.001081,0.005391,-0.016050,0.006772,4.072114,0.2000,0.0000,0.4799
7.2400,0.037858,-0.011505,-0.007871,0.084968,-0.285793,0.094904,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.022765,-0.001027,-0.001042,0.005205,-0.015516,0.006285,4.066453,0.2000,0.0000,0.4799
7.2600,0.038784,-0.012394,-0.008258,0.091105,-0.305990,0.098529,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.022430,-0.000990,-0.001003,0.005007,-0.014947,0.005796,4.060591,0.2000,0.0000,0.4799
7.2800,0.039697,-0.013353,-0.008660,0.097644,-0.327371,0.102201,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.022070,-0.000950,-0.000963,0.004799,-0.014346,0.005306,4.054531,0.2000,0.0000,0.4799
7.3000,0.040597,-0.014389,-0.009081,0.104609,-0.349997,0.105916,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.021684,-0.000909,-0.000923,0.004581,-0.013715,0.004820,4.048277,0.2000,0.0000,0.4799
7.3200,0.041482,-0.015510,-0.009520,0.112030,-0.373928,0.109672,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.021271,-0.000866,-0.000884,0.004354,-0.013054,0.004342,4.041837,0.2000,0.0000,0.4799
7.3400,0.042352,-0.016722,-0.009980,0.119935,-0.399224,0.113466,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.020829,-0.000822,-0.000845,0.004118,-0.012366,0.003875,4.035220,0.2000,0.0000,0.4799
7.3600,0.043206,-0.018037,-0.010461,0.128357,-0.425948,0.117295,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.020358,-0.000776,-0.000807,0.003875,-0.011655,0.003425,4.028438,0.2000,0.0000,0.4799
7.3800,0.044041,-0.019463,-0.010966,0.137329,-0.454162,0.121155,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.019856,-0.000728,-0.000770,0.003626,-0.010926,0.002997,4.021508,0.2000,0.0000,0.4799
7.4000,0.044858,-0.021013,-0.011497,0.146886,-0.483929,0.125042,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.019324,-0.000680,-0.000735,0.003372,-0.010181,0.002596,4.014447,0.2000,0.0000,0.4799
7.4200,0.045654,-0.022700,-0.012055,0.157069,-0.515310,0.128952,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.018761,-0.000632,-0.000702,0.003116,-0.009427,0.002227,4.007279,0.2000,0.0000,0.4799
7.4400,0.046427,-0.024537,-0.012642,0.167918,-0.548365,0.132879,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.018167,-0.000583,-0.000672,0.002860,-0.008669,0.001896,4.000032,0.2000,0.0000,0.4799
7.4600,0.047178,-0.026542,-0.013263,0.179477,-0.583154,0.136820,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.017543,-0.000535,-0.000645,0.002604,-0.007911,0.001609,3.992738,0.2000,0.0000,0.4799
7.4800,0.047903,-0.028732,-0.013918,0.191796,-0.619733,0.140767,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.016891,-0.000487,-0.000621,0.002352,-0.007161,0.001370,3.985435,0.2000,0.0000,0.4799
7.5000,0.048602,-0.031128,-0.014612,0.204925,-0.658153,0.144715,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.016211,-0.000439,-0.000601,0.002105,-0.006424,0.001184,3.978165,0.2000,0.0000,0.4799
7.5200,0.049273,-0.033753,-0.015349,0.218921,-0.698465,0.148655,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.015506,-0.000393,-0.000585,0.001864,-0.005703,0.001055,3.970979,0.2000,0.0000,0.4799
7.5400,0.049915,-0.036633,-0.016131,0.233845,-0.740712,0.152580,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.014779,-0.000348,-0.000574,0.001632,-0.005005,0.000986,3.963930,0.2000,0.0000,0.4799
7.5600,0.050526,-0.039796,-0.016965,0.249763,-0.784928,0.156480,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.014033,-0.000305,-0.000569,0.001409,-0.004333,0.000980,3.957082,0.2000,0.0000,0.4799
7.5800,0.051106,-0.043274,-0.017854,0.266749,-0.831141,0.160347,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.013271,-0.000264,-0.000569,0.001198,-0.003691,0.001038,3.950503,0.2000,0.0000,0.4799
7.6000,0.051652,-0.047105,-0.018805,0.284883,-0.879374,0.164167,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.012496,-0.000225,-0.000575,0.000998,-0.003082,0.001161,3.944268,0.2000,0.0000,0.4799
7.6200,0.052165,-0.051327,-0.019824,0.304254,-0.929635,0.167930,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.011712,-0.000189,-0.000587,0.000810,-0.002506,0.001351,3.938459,0.2000,0.0000,0.4799
7.6400,0.052644,-0.055986,-0.020919,0.324960,-0.981922,0.171623,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.010922,-0.000155,-0.000607,0.000635,-0.001967,0.001606,3.933165,0.2000,0.0000,0.4799
7.6600,0.053087,-0.061131,-0.022099,0.347112,-1.036217,0.175231,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.010129,-0.000123,-0.000634,0.000473,-0.001464,0.001928,3.928482,0.2000,0.0000,0.4799
7.6800,0.053496,-0.066817,-0.023372,0.370831,-1.092489,0.178741,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009336,-0.000095,-0.000669,0.000325,-0.000997,0.002316,3.924509,0.2000,0.0000,0.4799
7.7000,0.053870,-0.073102,-0.024752,0.396255,-1.150687,0.182136,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.008544,-0.000069,-0.000713,0.000189,-0.000565,0.002770,3.921354,0.2000,0.0000,0.4799
7.7200,0.054211,-0.080052,-0.026251,0.423535,-1.210739,0.185402,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.007757,-0.000047,-0.000767,0.000067,-0.000168,0.003290,3.919128,0.2000,0.0000,0.4799
7.7400,0.054519,-0.087737,-0.027885,0.452843,-1.272550,0.188524,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.006977,-0.000028,-0.000833,-0.000043,0.000197,0.003875,3.917945,0.2000,0.0000,0.4799
7.7600,0.054797,-0.096230,-0.029672,0.484367,-1.335996,0.191489,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.006205,-0.000012,-0.000911,-0.000141,0.000532,0.004525,3.917924,0.2000,0.0000,0.4799
7.7800,0.055049,-0.105610,-0.031636,0.518316,-1.400925,0.194283,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.005446,-0.000000,-0.001004,-0.000226,0.000838,0.005237,3.919181,0.2000,0.0000,0.4799
7.8000,0.055278,-0.115956,-0.033804,0.554920,-1.467146,0.196898,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.004705,0.000008,-0.001112,-0.000298,0.001118,0.006004,3.921834,0.2000,0.0000,0.4799
7.8200,0.055491,-0.127348,-0.036207,0.594425,-1.534429,0.199324,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.003987,0.000011,-0.001238,-0.000358,0.001375,0.006820,3.925996,0.2000,0.0000,0.4799
7.8400,0.055696,-0.139861,-0.038886,0.637094,-1.602507,0.201558,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.003300,0.000010,-0.001383,-0.000404,0.001611,0.007675,3.931773,0.2000,0.0000,0.4799
7.8600,0.055904,-0.153563,-0.041891,0.683204,-1.671064,0.203599,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.002651,0.000004,-0.001551,-0.000438,0.001830,0.008560,3.939262,0.2000,0.0000,0.4799
7.8800,0.056130,-0.168508,-0.045283,0.733031,-1.739742,0.205453,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.002048,-0.000008,-0.001745,-0.000458,0.002036,0.009466,3.948545,0.2000,0.0000,0.4799
7.9000,0.056391,-0.184733,-0.049137,0.786851,-1.808146,0.207129,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.001494,-0.000025,-0.001970,-0.000464,0.002232,0.010393,3.959686,0.2000,0.0000,0.4799
7.9200,0.056711,-0.202245,-0.053551,0.844918,-1.875851,0.208640,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000995,-0.000048,-0.002236,-0.000456,0.002422,0.011345,3.972725,0.2000,0.0000,0.4799
7.9400,0.057119,-0.221021,-0.058646,0.907460,-1.942420,0.210003,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000549,-0.000076,-0.002555,-0.000437,0.002609,0.012340,3.987673,0.2000,0.0000,0.4799
7.9600,0.057655,-0.240998,-0.064576,0.974661,-2.007419,0.211235,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000155,-0.000110,-0.002947,-0.000406,0.002796,0.013410,4.004511,0.2000,0.0000,0.4799
7.9800,0.058375,-0.262065,-0.071538,1.046655,-2.070441,0.212349,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,-0.000189,-0.000150,-0.003445,-0.000368,0.002984,0.014608,4.023176,0.2000,0.0000,0.4799
8.0000,0.059354,-0.284066,-0.079784,1.123516,-2.131132,0.213341,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,-0.000488,-0.000196,-0.004097,-0.000323,0.003170,0.016012,4.043564,0.2000,0.0000,0.4799
8.0200,0.060701,-0.306793,-0.089628,1.205267,-2.189201,0.214183,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,-0.000741,-0.000249,-0.004983,-0.000275,0.003350,0.017738,4.065518,0.2000,0.0000,0.4799
8.0400,0.062575,-0.329983,-0.101463,1.291878,-2.244438,0.214798,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,-0.000939,-0.000310,-0.006242,-0.000227,0.003519,0.019970,4.088827,0.2000,0.0000,0.4799
8.0600,0.065202,-0.353321,-0.115751,1.383283,-2.296707,0.215026,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,-0.001056,-0.000381,-0.008115,-0.000179,0.003665,0.022998,4.113236,0.2000,0.0000,0.4799
8.0800,0.068902,-0.376425,-0.132972,1.479392,-2.345942,0.214556,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,-0.001022,-0.000467,-0.011071,-0.000129,0.003766,0.027314,4.138491,0.2000,0.0000,0.4799
8.1000,0.074098,-0.398845,-0.153452,1.580109,-2.392129,0.212835,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,-0.000648,-0.000567,-0.016051,-0.000070,0.003786,0.033764,4.164496,0.2000,0.0000,0.4799
8.1200,0.081244,-0.420045,-0.176898,1.685346,-2.435273,0.208959,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000566,-0.000672,-0.025026,0.000031,0.003653,0.043676,4.191706,0.2000,0.0000,0.4799
8.1400,0.090540,-0.439408,-0.201493,1.795036,-2.475369,0.201819,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.003897,-0.000726,-0.041400,0.000260,0.003254,0.057649,4.221908,0.2000,0.0000,0.4799
8.1600,0.101365,-0.456918,-0.222563,1.910633,-2.504716,0.190329,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.011093,-0.000567,-0.064262,0.000779,0.002872,0.067549,4.257643,0.2000,0.0000,0.4799
8.1800,0.112080,-0.473487,-0.236108,2.034784,-2.505824,0.177590,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.022054,-0.000023,-0.085935,0.001278,0.001793,0.070593,4.298464,0.2000,0.0000,0.4799
8.2000,0.121211,-0.486750,-0.243501,2.162540,-2.500950,0.169730,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.023822,0.000329,-0.068923,0.001233,0.001901,0.044709,4.348058,0.2000,0.0000,0.4799
8.2200,0.128332,-0.495460,-0.245847,2.292994,-2.496913,0.166316,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.016318,0.000115,-0.037393,0.000732,0.002996,0.017363,4.407239,0.2000,0.0000,0.4799
8.2400,0.123724,-0.496917,-0.231116,2.400845,-2.498444,0.168945,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.011921,-0.000118,-0.023238,0.000342,0.003489,0.008208,4.475468,0.2000,0.0000,0.4799
8.2600,0.093445,-0.490787,-0.187567,2.412447,-2.504357,0.184166,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.012598,-0.000207,-0.023793,0.000328,0.003675,0.007020,4.523773,0.2000,0.0000,0.4799
8.2800,0.072214,-0.485206,-0.158773,2.397502,-2.502502,0.194537,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.013764,-0.000218,-0.026154,0.000299,0.003519,0.008666,4.543020,0.2000,0.0000,0.4799
8.3000,0.061964,-0.481001,-0.144356,2.382655,-2.498956,0.199919,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.014718,-0.000215,-0.028315,0.000292,0.003377,0.010356,4.548349,0.2000,0.0000,0.4799
8.3200,0.057669,-0.478200,-0.136647,2.373388,-2.496386,0.202908,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.015340,-0.000213,-0.029763,0.000290,0.003285,0.011520,4.550150,0.2000,0.0000,0.4799
8.3400,0.055867,-0.476662,-0.130686,2.368811,-2.495173,0.205101,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.015697,-0.000216,-0.030578,0.000280,0.003235,0.012167,4.552628,0.2000,0.0000,0.4799
8.3600,0.055152,-0.476242,-0.124876,2.367111,-2.494849,0.207339,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.015841,-0.000224,-0.030910,0.000261,0.003214,0.012395,4.556281,0.2000,0.0000,0.4799
8.3800,0.054928,-0.476834,-0.118766,2.366930,-2.494946,0.209922,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.015838,-0.000235,-0.030935,0.000232,0.003210,0.012352,4.560786,0.2000,0.0000,0.4799
8.4000,0.054937,-0.478353,-0.112295,2.367227,-2.495174,0.212944,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.015740,-0.000247,-0.030796,0.000198,0.003215,0.012152,4.565660,0.2000,0.0000,0.4799
8.4200,0.055127,-0.480757,-0.105626,2.367503,-2.495365,0.216369,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.015568,-0.000259,-0.030561,0.000161,0.003226,0.011855,4.570498,0.2000,0.0000,0.4799
8.4400,0.055507,-0.484038,-0.098945,2.367658,-2.495458,0.220115,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.015331,-0.000271,-0.030243,0.000122,0.003242,0.011479,4.575099,0.2000,0.0000,0.4799
8.4600,0.056070,-0.488203,-0.092357,2.367739,-2.495467,0.224121,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.015027,-0.000282,-0.029840,0.000083,0.003265,0.011027,4.579413,0.2000,0.0000,0.4799
8.4800,0.056788,-0.493269,-0.085903,2.367794,-2.495430,0.228360,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.014659,-0.000293,-0.029353,0.000045,0.003295,0.010498,4.583453,0.2000,0.0000,0.4799
8.5000,0.057625,-0.499261,-0.079592,2.367846,-2.495373,0.232826,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.014231,-0.000304,-0.028783,0.000009,0.003333,0.009898,4.587242,0.2000,0.0000,0.4799
8.5200,0.058552,-0.506217,-0.073425,2.367897,-2.495311,0.237517,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.013746,-0.000313,-0.028138,-0.000025,0.003379,0.009236,4.590791,0.2000,0.0000,0.4799
8.5400,0.059544,-0.514182,-0.067402,2.367950,-2.495247,0.242432,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.013210,-0.000322,-0.027425,-0.000055,0.003433,0.008519,4.594108,0.2000,0.0000,0.4799
8.5600,0.060582,-0.523215,-0.061518,2.367998,-2.495178,0.247570,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.012629,-0.000330,-0.026653,-0.000082,0.003495,0.007759,4.597197,0.2000,0.0000,0.4799
8.5800,0.061651,-0.533384,-0.055771,2.368038,-2.495104,0.252925,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.012008,-0.000337,-0.025831,-0.000105,0.003564,0.006968,4.600060,0.2000,0.0000,0.4799
8.6000,0.062743,-0.544768,-0.050159,2.368073,-2.495022,0.258492,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.011354,-0.000343,-0.024968,-0.000124,0.003640,0.006157,4.602702,0.2000,0.0000,0.4799
8.6200,0.063851,-0.557456,-0.044681,2.368105,-2.494934,0.264262,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.010674,-0.000348,-0.024074,-0.000139,0.003723,0.005337,4.605127,0.2000,0.0000,0.4799
8.6400,0.064967,-0.571552,-0.039331,2.368132,-2.494841,0.270231,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009975,-0.000352,-0.023160,-0.000149,0.003812,0.004520,4.607341,0.2000,0.0000,0.4799
8.6600,0.066089,-0.587170,-0.034109,2.368155,-2.494741,0.276390,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009263,-0.000355,-0.022235,-0.000155,0.003906,0.003718,4.609346,0.2000,0.0000,0.4799
8.6800,0.067214,-0.604438,-0.029012,2.368176,-2.494632,0.282731,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.008547,-0.000357,-0.021312,-0.000157,0.004004,0.002944,4.611151,0.2000,0.0000,0.4799
8.7000,0.068341,-0.623497,-0.024037,2.368187,-2.494516,0.289244,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.007834,-0.000358,-0.020400,-0.000155,0.004105,0.002208,4.612760,0.2000,0.0000,0.4799
8.7200,0.069470,-0.644504,-0.019183,2.368188,-2.494392,0.295917,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.007131,-0.000358,-0.019510,-0.000150,0.004207,0.001520,4.614181,0.2000,0.0000,0.4799
8.7400,0.070601,-0.667633,-0.014454,2.368183,-2.494259,0.302735,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.006444,-0.000357,-0.018650,-0.000143,0.004309,0.000889,4.615427,0.2000,0.0000,0.4799
8.7600,0.071734,-0.693073,-0.009852,2.368171,-2.494114,0.309676,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.005780,-0.000356,-0.017831,-0.000132,0.004410,0.000322,4.616513,0.2000,0.0000,0.4799
8.7800,0.072869,-0.721030,-0.005382,2.368152,-2.493955,0.316718,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.005144,-0.000353,-0.017058,-0.000121,0.004508,-0.000174,4.617455,0.2000,0.0000,0.4799
8.8000,0.074007,-0.751731,-0.001049,2.368120,-2.493786,0.323829,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.004540,-0.000349,-0.016339,-0.000108,0.004602,-0.000597,4.618281,0.2000,0.0000,0.4799
8.8200,0.075148,-0.785420,0.003138,2.368074,-2.493604,0.330970,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.003972,-0.000344,-0.015678,-0.000095,0.004691,-0.000942,4.619022,0.2000,0.0000,0.4799
8.8400,0.076289,-0.822363,0.007165,2.368015,-2.493405,0.338096,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.003442,-0.000338,-0.015079,-0.000082,0.004772,-0.001210,4.619719,0.2000,0.0000,0.4799
8.8600,0.077430,-0.862844,0.011017,2.367937,-2.493185,0.345148,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.002952,-0.000331,-0.014544,-0.000070,0.004845,-0.001400,4.620421,0.2000,0.0000,0.4799
8.8800,0.078567,-0.907169,0.014672,2.367835,-2.492943,0.352056,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.002503,-0.000323,-0.014074,-0.000060,0.004909,-0.001513,4.621192,0.2000,0.0000,0.4799
8.9000,0.079697,-0.955662,0.018103,2.367706,-2.492679,0.358730,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.002092,-0.000314,-0.013669,-0.000052,0.004962,-0.001553,4.622112,0.2000,0.0000,0.4799
8.9200,0.080815,-1.008666,0.021279,2.367544,-2.492388,0.365068,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.001721,-0.000303,-0.013329,-0.000046,0.005004,-0.001521,4.623280,0.2000,0.0000,0.4799
8.9400,0.081914,-1.066539,0.024161,2.367340,-2.492067,0.370949,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.001385,-0.000291,-0.013053,-0.000044,0.005033,-0.001420,4.624814,0.2000,0.0000,0.4799
8.9600,0.082986,-1.129650,0.026700,2.367083,-2.491710,0.376230,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.001084,-0.000278,-0.012837,-0.000045,0.005048,-0.001252,4.626856,0.2000,0.0000,0.4799
8.9800,0.084023,-1.198375,0.028841,2.366756,-2.491305,0.380748,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000812,-0.000263,-0.012683,-0.000050,0.005049,-0.001018,4.629573,0.2000,0.0000,0.4799
9.0000,0.085013,-1.273087,0.030517,2.366335,-2.490846,0.384324,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000568,-0.000245,-0.012587,-0.000061,0.005033,-0.000717,4.633166,0.2000,0.0000,0.4799
9.0200,0.085945,-1.354146,0.031649,2.365793,-2.490323,0.386755,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000345,-0.000226,-0.012550,-0.000076,0.005000,-0.000346,4.637865,0.2000,0.0000,0.4799
9.0400,0.086805,-1.441888,0.032147,2.365090,-2.489720,0.387831,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000140,-0.000205,-0.012574,-0.000097,0.004949,0.000102,4.643932,0.2000,0.0000,0.4799
9.0600,0.087575,-1.536610,0.031913,2.364178,-2.489020,0.387349,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,-0.000054,-0.000182,-0.012661,-0.000123,0.004882,0.000649,4.651666,0.2000,0.0000,0.4799
9.0800,0.088229,-1.638603,0.030897,2.362827,-2.487560,0.385299,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,-0.000247,-0.000158,-0.012828,-0.000157,0.004795,0.001363,4.661202,0.2000,0.0000,0.4799
9.1000,0.088725,-1.747865,0.029234,2.359312,-2.484413,0.382237,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,-0.000442,-0.000130,-0.013149,-0.000196,0.004678,0.002242,4.672034,0.2000,0.0000,0.4799
9.1200,0.089029,-1.863904,0.027060,2.350929,-2.478958,0.378669,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,-0.000653,-0.000098,-0.013761,-0.000238,0.004529,0.003424,4.683213,0.2000,0.0000,0.4799
9.1400,0.089126,-1.985758,0.024438,2.335008,-2.469795,0.374925,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,-0.000896,-0.000063,-0.014848,-0.000284,0.004329,0.005145,4.693480,0.2000,0.0000,0.4799
9.1600,0.089012,-2.111880,0.021410,2.309024,-2.454816,0.371416,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,-0.001182,-0.000030,-0.016681,-0.000327,0.004124,0.007691,4.701335,0.2000,0.0000,0.4799
9.1800,0.088688,-2.240099,0.017927,2.270929,-2.427813,0.368489,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,-0.001522,0.000018,-0.019719,-0.000407,0.003689,0.011753,4.704276,0.2000,0.0000,0.4799
9.2000,0.088914,-2.337174,0.012248,2.201134,-2.450688,0.348893,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,-0.001349,0.000259,-0.024534,-0.000622,0.001720,0.013659,4.698452,0.2000,0.0000,0.4799
9.2200,0.091521,-2.339858,0.001116,2.074735,-2.553659,0.285342,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,-0.001098,0.000041,-0.042922,-0.000411,0.002247,0.036268,4.661248,0.2000,0.0000,0.4799
