t_sim,q1,q2,q3,q4,q5,q6,q7,q1_ref,q2_ref,q3_ref,q4_ref,q5_ref,q6_ref,q7_ref,tau1,tau2,tau3,tau4,tau5,tau6,tau7,gripper_cmd,tracking_error,ee_x,ee_y,ee_z
0.9700,0.048409,0.349777,0.076593,-2.341821,-0.468067,2.750122,-1.815606,0.059557,0.370465,0.060544,-2.319165,-0.472914,2.763135,-1.810494,0.059557,0.370465,0.060544,-2.319165,-0.472914,2.763135,-1.810494,0.0400,0.039270,0.5230,0.0702,0.0890
0.9750,0.049361,0.354161,0.075112,-2.341405,-0.471005,2.753233,-1.813322,0.060372,0.373881,0.059274,-2.318725,-0.475455,2.766010,-1.808486,0.060372,0.373881,0.059274,-2.318725,-0.475455,2.766010,-1.808486,0.0400,0.038494,0.5228,0.0702,0.0871
0.9800,0.050302,0.358534,0.073644,-2.341015,-0.473846,2.756227,-1.811116,0.061153,0.377151,0.058060,-2.318302,-0.477889,2.768763,-1.806564,0.061153,0.377151,0.058060,-2.318302,-0.477889,2.768763,-1.806564,0.0400,0.037647,0.5225,0.0702,0.0852
0.9850,0.051231,0.362885,0.072192,-2.340652,-0.476584,2.759096,-1.808991,0.061897,0.380269,0.056901,-2.317900,-0.480209,2.771388,-1.804731,0.061897,0.380269,0.056901,-2.317900,-0.480209,2.771388,-1.804731,0.0400,0.036740,0.5221,0.0702,0.0833
0.9900,0.052144,0.367203,0.070759,-2.340317,-0.479213,2.761834,-1.806953,0.062604,0.383230,0.055801,-2.317518,-0.482411,2.773880,-1.802990,0.062604,0.383230,0.055801,-2.317518,-0.482411,2.773880,-1.802990,0.0400,0.035789,0.5217,0.0701,0.0814
0.9950,0.053039,0.371477,0.069349,-2.340008,-0.481727,2.764436,-1.805007,0.063272,0.386028,0.054762,-2.317157,-0.484493,2.776235,-1.801346,0.063272,0.386028,0.054762,-2.317157,-0.484493,2.776235,-1.801346,0.0400,0.034809,0.5213,0.0701,0.0795
1.0000,0.053916,0.375697,0.067965,-2.339727,-0.484121,2.766898,-1.803155,0.063900,0.388659,0.053784,-2.316817,-0.486451,2.778450,-1.799799,0.063900,0.388659,0.053784,-2.316817,-0.486451,2.778450,-1.799799,0.0400,0.033820,0.5209,0.0700,0.0775
1.0050,0.054771,0.379853,0.066610,-2.339473,-0.486391,2.769216,-1.801402,0.064488,0.391121,0.052869,-2.316500,-0.488283,2.780523,-1.798351,0.064488,0.391121,0.052869,-2.316500,-0.488283,2.780523,-1.798351,0.0400,0.032843,0.5204,0.0700,0.0756
1.0100,0.055604,0.383935,0.065286,-2.339246,-0.488533,2.771385,-1.799750,0.065035,0.393411,0.052019,-2.316204,-0.489987,2.782450,-1.797005,0.065035,0.393411,0.052019,-2.316204,-0.489987,2.782450,-1.797005,0.0400,0.031902,0.5198,0.0699,0.0737
1.0150,0.056412,0.387933,0.063996,-2.339046,-0.490544,2.773405,-1.798202,0.065540,0.395527,0.051233,-2.315931,-0.491561,2.784231,-1.795761,0.065540,0.395527,0.051233,-2.315931,-0.491561,2.784231,-1.795761,0.0400,0.031023,0.5193,0.0698,0.0718
1.0200,0.057194,0.391839,0.062744,-2.338872,-0.492420,2.775271,-1.796760,0.066004,0.397469,0.050511,-2.315680,-0.493006,2.785866,-1.794620,0.066004,0.397469,0.050511,-2.315680,-0.493006,2.785866,-1.794620,0.0400,0.030232,0.5187,0.0697,0.0700
1.0250,0.057949,0.395642,0.061530,-2.338724,-0.494160,2.776984,-1.795425,0.066426,0.399237,0.049854,-2.315452,-0.494321,2.787354,-1.793581,0.066426,0.399237,0.049854,-2.315452,-0.494321,2.787354,-1.793581,0.0400,0.029558,0.5181,0.0695,0.0681
1.0300,0.058675,0.399336,0.060359,-2.338601,-0.495763,2.778543,-1.794198,0.066807,0.400832,0.049262,-2.315246,-0.495509,2.788697,-1.792643,0.066807,0.400832,0.049262,-2.315246,-0.495509,2.788697,-1.792643,0.0400,0.029027,0.5175,0.0694,0.0663
1.0350,0.059371,0.402911,0.059231,-2.338502,-0.497226,2.779947,-1.793079,0.067147,0.402258,0.048732,-2.315062,-0.496570,2.789897,-1.791804,0.067147,0.402258,0.048732,-2.315062,-0.496570,2.789897,-1.791804,0.0400,0.028663,0.5169,0.0692,0.0646
1.0400,0.060036,0.406361,0.058148,-2.338426,-0.498551,2.781200,-1.792069,0.067448,0.403518,0.048264,-2.314900,-0.497507,2.790957,-1.791064,0.067448,0.403518,0.048264,-2.314900,-0.497507,2.790957,-1.791064,0.0400,0.028487,0.5162,0.0691,0.0628
1.0450,0.060669,0.409679,0.057112,-2.338372,-0.499738,2.782302,-1.791165,0.067710,0.404616,0.047856,-2.314758,-0.498324,2.791882,-1.790419,0.067710,0.404616,0.047856,-2.314758,-0.498324,2.791882,-1.790419,0.0400,0.028510,0.5156,0.0689,0.0612
1.0500,0.061270,0.412858,0.056125,-2.338338,-0.500789,2.783256,-1.790367,0.067935,0.405558,0.047506,-2.314637,-0.499025,2.792675,-1.789865,0.067935,0.405558,0.047506,-2.314637,-0.499025,2.792675,-1.789865,0.0400,0.028738,0.5149,0.0687,0.0595
1.0550,0.061837,0.415895,0.055186,-2.338324,-0.501705,2.784067,-1.789673,0.068124,0.406352,0.047211,-2.314534,-0.499615,2.793343,-1.789398,0.068124,0.406352,0.047211,-2.314534,-0.499615,2.793343,-1.789398,0.0400,0.029166,0.5142,0.0686,0.0580
1.0600,0.062371,0.418783,0.054298,-2.338327,-0.502490,2.784739,-1.789079,0.068280,0.407005,0.046968,-2.314450,-0.500102,2.793893,-1.789014,0.068280,0.407005,0.046968,-2.314450,-0.500102,2.793893,-1.789014,0.0400,0.029782,0.5136,0.0684,0.0565
1.0650,0.062872,0.421518,0.053460,-2.338345,-0.503148,2.785278,-1.788582,0.068405,0.407529,0.046774,-2.314382,-0.500491,2.794334,-1.788706,0.068405,0.407529,0.046774,-2.314382,-0.500491,2.794334,-1.788706,0.0400,0.030567,0.5129,0.0682,0.0550
1.0700,0.063340,0.424100,0.052673,-2.338378,-0.503685,2.785692,-1.788179,0.068502,0.407933,0.046624,-2.314330,-0.500792,2.794674,-1.788468,0.068502,0.407933,0.046624,-2.314330,-0.500792,2.794674,-1.788468,0.0400,0.031497,0.5122,0.0679,0.0536
1.0750,0.063774,0.426524,0.051936,-2.338423,-0.504104,2.785988,-1.787863,0.068573,0.408231,0.046513,-2.314292,-0.501013,2.794925,-1.788293,0.068573,0.408231,0.046513,-2.314292,-0.501013,2.794925,-1.788293,0.0400,0.032543,0.5116,0.0677,0.0523
1.0800,0.064175,0.428789,0.051249,-2.338478,-0.504415,2.786174,-1.787630,0.068622,0.408435,0.046437,-2.314265,-0.501166,2.795097,-1.788173,0.068622,0.408435,0.046437,-2.314265,-0.501166,2.795097,-1.788173,0.0400,0.033674,0.5110,0.0675,0.0511
1.0850,0.064545,0.430897,0.050611,-2.338540,-0.504624,2.786262,-1.787472,0.068652,0.408563,0.046390,-2.314249,-0.501261,2.795204,-1.788098,0.068652,0.408563,0.046390,-2.314249,-0.501261,2.795204,-1.788098,0.0400,0.034860,0.5103,0.0673,0.0499
1.0900,0.064883,0.432847,0.050020,-2.338607,-0.504740,2.786263,-1.787384,0.068668,0.408630,0.046365,-2.314240,-0.501311,2.795261,-1.788059,0.068668,0.408630,0.046365,-2.314240,-0.501311,2.795261,-1.788059,0.0400,0.036071,0.5097,0.0671,0.0488
1.0950,0.065192,0.434642,0.049475,-2.338677,-0.504774,2.786189,-1.787355,0.068674,0.408655,0.046355,-2.314237,-0.501330,2.795282,-1.788044,0.068674,0.408655,0.046355,-2.314237,-0.501330,2.795282,-1.788044,0.0400,0.037276,0.5092,0.0669,0.0478
1.1000,0.065473,0.436284,0.048974,-2.338747,-0.504737,2.786054,-1.787377,0.068675,0.408659,0.046354,-2.314236,-0.501332,2.795285,-1.788041,0.068675,0.408659,0.046354,-2.314236,-0.501332,2.795285,-1.788041,0.0400,0.038448,0.5086,0.0667,0.0468
1.1050,0.065727,0.437778,0.048513,-2.338814,-0.504641,2.785873,-1.787441,0.068675,0.408660,0.046353,-2.314236,-0.501333,2.795286,-1.788041,0.068675,0.408660,0.046353,-2.314236,-0.501333,2.795286,-1.788041,0.0400,0.039562,0.5081,0.0665,0.0459
1.1100,0.065957,0.439130,0.048091,-2.338874,-0.504499,2.785661,-1.787536,0.068678,0.408667,0.046350,-2.314234,-0.501337,2.795291,-1.788037,0.068678,0.408667,0.046350,-2.314234,-0.501337,2.795291,-1.788037,0.0400,0.040602,0.5076,0.0663,0.0451
1.1150,0.066164,0.440345,0.047703,-2.338926,-0.504326,2.785436,-1.787649,0.068685,0.408687,0.046341,-2.314228,-0.501347,2.795304,-1.788026,0.068685,0.408687,0.046341,-2.314228,-0.501347,2.795304,-1.788026,0.0400,0.041555,0.5072,0.0661,0.0444
1.1200,0.066352,0.441431,0.047348,-2.338966,-0.504134,2.785215,-1.787771,0.068699,0.408723,0.046323,-2.314216,-0.501366,2.795330,-1.788006,0.068699,0.408723,0.046323,-2.314216,-0.501366,2.795330,-1.788006,0.0400,0.042414,0.5068,0.0659,0.0437
1.1250,0.066521,0.442395,0.047020,-2.338991,-0.503938,2.785012,-1.787891,0.068721,0.408782,0.046295,-2.314197,-0.501398,2.795371,-1.787973,0.068721,0.408782,0.046295,-2.314197,-0.501398,2.795371,-1.787973,0.0400,0.043171,0.5064,0.0658,0.0431
1.1300,0.066675,0.443247,0.046718,-2.338999,-0.503750,2.784842,-1.788000,0.068752,0.408869,0.046253,-2.314170,-0.501443,2.795431,-1.787925,0.068752,0.408869,0.046253,-2.314170,-0.501443,2.795431,-1.787925,0.0400,0.043822,0.5061,0.0656,0.0426
1.1350,0.066815,0.443993,0.046439,-2.338988,-0.503578,2.784716,-1.788089,0.068796,0.408987,0.046197,-2.314132,-0.501506,2.795513,-1.787859,0.068796,0.408987,0.046197,-2.314132,-0.501506,2.795513,-1.787859,0.0400,0.044364,0.5058,0.0655,0.0422
1.1400,0.066944,0.444644,0.046179,-2.338955,-0.503433,2.784646,-1.788153,0.068853,0.409141,0.046123,-2.314083,-0.501587,2.795620,-1.787773,0.068853,0.409141,0.046123,-2.314083,-0.501587,2.795620,-1.787773,0.0400,0.044796,0.5056,0.0654,0.0418
1.1450,0.067065,0.445206,0.045935,-2.338899,-0.503321,2.784639,-1.788186,0.068924,0.409334,0.046030,-2.314021,-0.501690,2.795754,-1.787665,0.068924,0.409334,0.046030,-2.314021,-0.501690,2.795754,-1.787665,0.0400,0.045118,0.5054,0.0652,0.0415
1.1500,0.067178,0.445690,0.045707,-2.338818,-0.503247,2.784700,-1.788184,0.069011,0.409570,0.045917,-2.313946,-0.501815,2.795918,-1.787533,0.069011,0.409570,0.045917,-2.313946,-0.501815,2.795918,-1.787533,0.0400,0.045332,0.5053,0.0652,0.0412
1.1550,0.067287,0.446104,0.045489,-2.338712,-0.503215,2.784834,-1.788145,0.069115,0.409852,0.045781,-2.313856,-0.501964,2.796114,-1.787376,0.069115,0.409852,0.045781,-2.313856,-0.501964,2.796114,-1.787376,0.0400,0.045440,0.5052,0.0651,0.0410
1.1600,0.067394,0.446456,0.045282,-2.338578,-0.503226,2.785042,-1.788067,0.069237,0.410183,0.045623,-2.313751,-0.502139,2.796344,-1.787191,0.069237,0.410183,0.045623,-2.313751,-0.502139,2.796344,-1.787191,0.0400,0.045446,0.5052,0.0650,0.0408
1.1650,0.067500,0.446756,0.045081,-2.338417,-0.503282,2.785323,-1.787950,0.069377,0.410565,0.045440,-2.313630,-0.502341,2.796609,-1.786978,0.069377,0.410565,0.045440,-2.313630,-0.502341,2.796609,-1.786978,0.0400,0.045355,0.5052,0.0650,0.0407
1.1700,0.067609,0.447010,0.044886,-2.338228,-0.503382,2.785675,-1.787795,0.069538,0.411000,0.045231,-2.313491,-0.502572,2.796912,-1.786735,0.069538,0.411000,0.045231,-2.313491,-0.502572,2.796912,-1.786735,0.0400,0.045173,0.5053,0.0650,0.0406
1.1750,0.067721,0.447228,0.044693,-2.338011,-0.503525,2.786095,-1.787601,0.069719,0.411491,0.044995,-2.313335,-0.502832,2.797253,-1.786462,0.069719,0.411491,0.044995,-2.313335,-0.502832,2.797253,-1.786462,0.0400,0.044905,0.5054,0.0650,0.0405
1.1800,0.067838,0.447417,0.044502,-2.337767,-0.503710,2.786580,-1.787371,0.069920,0.412038,0.044733,-2.313160,-0.503122,2.797633,-1.786156,0.069920,0.412038,0.044733,-2.313160,-0.503122,2.797633,-1.786156,0.0400,0.044559,0.5055,0.0650,0.0405
1.1850,0.067963,0.447586,0.044310,-2.337494,-0.503933,2.787124,-1.787105,0.070144,0.412644,0.044442,-2.312967,-0.503443,2.798054,-1.785818,0.070144,0.412644,0.044442,-2.312967,-0.503443,2.798054,-1.785818,0.0400,0.044143,0.5057,0.0650,0.0405
1.1900,0.068097,0.447740,0.044115,-2.337195,-0.504194,2.787723,-1.786804,0.070389,0.413310,0.044123,-2.312755,-0.503795,2.798516,-1.785447,0.070389,0.413310,0.044123,-2.312755,-0.503795,2.798516,-1.785447,0.0400,0.043664,0.5059,0.0650,0.0406
1.1950,0.068242,0.447888,0.043915,-2.336869,-0.504489,2.788371,-1.786471,0.070656,0.414035,0.043774,-2.312524,-0.504179,2.799021,-1.785042,0.070656,0.414035,0.043774,-2.312524,-0.504179,2.799021,-1.785042,0.0400,0.043129,0.5061,0.0651,0.0406
1.2000,0.068398,0.448037,0.043709,-2.336518,-0.504817,2.789063,-1.786105,0.070946,0.414822,0.043397,-2.312274,-0.504596,2.799567,-1.784603,0.070946,0.414822,0.043397,-2.312274,-0.504596,2.799567,-1.784603,0.0400,0.042547,0.5063,0.0651,0.0407
1.2050,0.068568,0.448193,0.043495,-2.336142,-0.505177,2.789796,-1.785707,0.071259,0.415670,0.042990,-2.312004,-0.505045,2.800156,-1.784130,0.071259,0.415670,0.042990,-2.312004,-0.505045,2.800156,-1.784130,0.0400,0.041926,0.5066,0.0652,0.0408
1.2100,0.068751,0.448362,0.043271,-2.335744,-0.505567,2.790564,-1.785278,0.071594,0.416579,0.042554,-2.311714,-0.505526,2.800788,-1.783623,0.071594,0.416579,0.042554,-2.311714,-0.505526,2.800788,-1.783623,0.0400,0.041273,0.5069,0.0653,0.0409
1.2150,0.068950,0.448550,0.043035,-2.335324,-0.505986,2.791365,-1.784818,0.071952,0.417549,0.042088,-2.311405,-0.506040,2.801462,-1.783081,0.071952,0.417549,0.042088,-2.311405,-0.506040,2.801462,-1.783081,0.0400,0.040596,0.5072,0.0653,0.0410
1.2200,0.069164,0.448763,0.042787,-2.334883,-0.506433,2.792195,-1.784326,0.072332,0.418581,0.041594,-2.311077,-0.506586,2.802179,-1.782506,0.072332,0.418581,0.041594,-2.311077,-0.506586,2.802179,-1.782506,0.0400,0.039902,0.5075,0.0654,0.0410
1.2250,0.069395,0.449007,0.042524,-2.334423,-0.506909,2.793053,-1.783804,0.072734,0.419673,0.041070,-2.310729,-0.507165,2.802938,-1.781896,0.072734,0.419673,0.041070,-2.310729,-0.507165,2.802938,-1.781896,0.0400,0.039199,0.5078,0.0655,0.0411
1.2300,0.069643,0.449286,0.042245,-2.333946,-0.507414,2.793937,-1.783249,0.073159,0.420825,0.040517,-2.310362,-0.507775,2.803738,-1.781254,0.073159,0.420825,0.040517,-2.310362,-0.507775,2.803738,-1.781254,0.0400,0.038494,0.5081,0.0656,0.0412
1.2350,0.069909,0.449605,0.041949,-2.333453,-0.507948,2.794845,-1.782663,0.073605,0.422036,0.039936,-2.309976,-0.508416,2.804579,-1.780578,0.073605,0.422036,0.039936,-2.309976,-0.508416,2.804579,-1.780578,0.0400,0.037792,0.5084,0.0657,0.0413
1.2400,0.070192,0.449968,0.041635,-2.332945,-0.508511,2.795777,-1.782044,0.074073,0.423305,0.039327,-2.309572,-0.509088,2.805461,-1.779870,0.074073,0.423305,0.039327,-2.309572,-0.509088,2.805461,-1.779870,0.0400,0.037100,0.5088,0.0658,0.0413
1.2450,0.070494,0.450378,0.041301,-2.332424,-0.509104,2.796734,-1.781393,0.074561,0.424630,0.038691,-2.309150,-0.509790,2.806382,-1.779131,0.074561,0.424630,0.038691,-2.309150,-0.509790,2.806382,-1.779131,0.0400,0.036424,0.5091,0.0659,0.0414
1.2500,0.070814,0.450840,0.040947,-2.331892,-0.509729,2.797714,-1.780708,0.075070,0.426011,0.038029,-2.308711,-0.510521,2.807341,-1.778360,0.075070,0.426011,0.038029,-2.308711,-0.510521,2.807341,-1.778360,0.0400,0.035768,0.5094,0.0660,0.0414
1.2550,0.071152,0.451357,0.040572,-2.331349,-0.510384,2.798719,-1.779991,0.075599,0.427445,0.037341,-2.308254,-0.511280,2.808337,-1.777560,0.075599,0.427445,0.037341,-2.308254,-0.511280,2.808337,-1.777560,0.0400,0.035137,0.5097,0.0661,0.0414
1.2600,0.071509,0.451930,0.040174,-2.330796,-0.511071,2.799748,-1.779241,0.076146,0.428931,0.036628,-2.307781,-0.512067,2.809370,-1.776731,0.076146,0.428931,0.036628,-2.307781,-0.512067,2.809370,-1.776731,0.0400,0.034535,0.5100,0.0662,0.0414
1.2650,0.071884,0.452563,0.039754,-2.330236,-0.511790,2.800803,-1.778459,0.076713,0.430467,0.035891,-2.307291,-0.512881,2.810437,-1.775874,0.076713,0.430467,0.035891,-2.307291,-0.512881,2.810437,-1.775874,0.0400,0.033966,0.5103,0.0663,0.0413
1.2700,0.072277,0.453258,0.039311,-2.329669,-0.512541,2.801883,-1.777646,0.077296,0.432051,0.035131,-2.306787,-0.513720,2.811537,-1.774990,0.077296,0.432051,0.035131,-2.306787,-0.513720,2.811537,-1.774990,0.0400,0.033431,0.5106,0.0665,0.0413
1.2750,0.072688,0.454015,0.038844,-2.329096,-0.513323,2.802989,-1.776801,0.077897,0.433681,0.034349,-2.306268,-0.514583,2.812670,-1.774081,0.077897,0.433681,0.034349,-2.306268,-0.514583,2.812670,-1.774081,0.0400,0.032934,0.5109,0.0666,0.0411
1.2800,0.073117,0.454836,0.038354,-2.328518,-0.514136,2.804120,-1.775927,0.078514,0.435354,0.033546,-2.305735,-0.515469,2.813832,-1.773147,0.078514,0.435354,0.033546,-2.305735,-0.515469,2.813832,-1.773147,0.0400,0.032476,0.5112,0.0667,0.0410
1.2850,0.073563,0.455722,0.037840,-2.327935,-0.514979,2.805278,-1.775024,0.079146,0.437069,0.032723,-2.305189,-0.516377,2.815024,-1.772191,0.079146,0.437069,0.032723,-2.305189,-0.516377,2.815024,-1.772191,0.0400,0.032057,0.5115,0.0668,0.0409
1.2900,0.074027,0.456673,0.037302,-2.327350,-0.515851,2.806460,-1.774094,0.079792,0.438822,0.031882,-2.304631,-0.517305,2.816242,-1.771212,0.079792,0.438822,0.031882,-2.304631,-0.517305,2.816242,-1.771212,0.0400,0.031678,0.5117,0.0669,0.0407
1.2950,0.074507,0.457690,0.036740,-2.326761,-0.516751,2.807668,-1.773138,0.080451,0.440611,0.031024,-2.304061,-0.518253,2.817485,-1.770214,0.080451,0.440611,0.031024,-2.304061,-0.518253,2.817485,-1.770214,0.0400,0.031340,0.5119,0.0670,0.0404
1.3000,0.075004,0.458771,0.036155,-2.326171,-0.517678,2.808898,-1.772158,0.081123,0.442434,0.030149,-2.303480,-0.519218,2.818751,-1.769197,0.081123,0.442434,0.030149,-2.303480,-0.519218,2.818751,-1.769197,0.0400,0.031040,0.5122,0.0670,0.0402
1.3050,0.075517,0.459917,0.035547,-2.325578,-0.518629,2.810151,-1.771156,0.081806,0.444288,0.029260,-2.302890,-0.520200,2.820039,-1.768163,0.081806,0.444288,0.029260,-2.302890,-0.520200,2.820039,-1.768163,0.0400,0.030779,0.5124,0.0671,0.0399
1.3100,0.076045,0.461128,0.034916,-2.324985,-0.519603,2.811425,-1.770133,0.082500,0.446169,0.028357,-2.302291,-0.521196,2.821346,-1.767113,0.082500,0.446169,0.028357,-2.302291,-0.521196,2.821346,-1.767113,0.0400,0.030554,0.5126,0.0672,0.0396
1.3150,0.076588,0.462400,0.034263,-2.324390,-0.520598,2.812718,-1.769091,0.083202,0.448075,0.027443,-2.301684,-0.522205,2.822670,-1.766050,0.083202,0.448075,0.027443,-2.301684,-0.522205,2.822670,-1.766050,0.0400,0.030363,0.5127,0.0673,0.0392
1.3200,0.077145,0.463734,0.033589,-2.323796,-0.521611,2.814029,-1.768031,0.083913,0.450003,0.026518,-2.301070,-0.523226,2.824010,-1.764974,0.083913,0.450003,0.026518,-2.301070,-0.523226,2.824010,-1.764974,0.0400,0.030206,0.5129,0.0674,0.0389
1.3250,0.077716,0.465128,0.032894,-2.323201,-0.522642,2.815355,-1.766957,0.084630,0.451950,0.025584,-2.300450,-0.524257,2.825363,-1.763888,0.084630,0.451950,0.025584,-2.300450,-0.524257,2.825363,-1.763888,0.0400,0.030078,0.5131,0.0674,0.0385
1.3300,0.078300,0.466579,0.032178,-2.322607,-0.523687,2.816694,-1.765869,0.085354,0.453912,0.024642,-2.299825,-0.525297,2.826726,-1.762793,0.085354,0.453912,0.024642,-2.299825,-0.525297,2.826726,-1.762793,0.0400,0.029979,0.5132,0.0675,0.0380
1.3350,0.078896,0.468086,0.031444,-2.322013,-0.524744,2.818045,-1.764770,0.086082,0.455888,0.023695,-2.299196,-0.526343,2.828099,-1.761691,0.086082,0.455888,0.023695,-2.299196,-0.526343,2.828099,-1.761691,0.0400,0.029904,0.5133,0.0676,0.0375
1.3400,0.079504,0.469647,0.030692,-2.321421,-0.525813,2.819405,-1.763661,0.086813,0.457872,0.022742,-2.298564,-0.527394,2.829478,-1.760583,0.086813,0.457872,0.022742,-2.298564,-0.527394,2.829478,-1.760583,0.0400,0.029852,0.5134,0.0676,0.0370
1.3450,0.080123,0.471259,0.029922,-2.320829,-0.526889,2.820771,-1.762543,0.087547,0.459864,0.021787,-2.297930,-0.528448,2.830861,-1.759472,0.087547,0.459864,0.021787,-2.297930,-0.528448,2.830861,-1.759472,0.0400,0.029820,0.5135,0.0677,0.0365
1.3500,0.080752,0.472919,0.029136,-2.320239,-0.527972,2.822141,-1.761420,0.088282,0.461858,0.020830,-2.297294,-0.529505,2.832247,-1.758360,0.088282,0.461858,0.020830,-2.297294,-0.529505,2.832247,-1.758360,0.0400,0.029805,0.5136,0.0677,0.0360
1.3550,0.081391,0.474625,0.028336,-2.319651,-0.529060,2.823515,-1.760291,0.089017,0.463853,0.019873,-2.296659,-0.530561,2.833632,-1.757247,0.089017,0.463853,0.019873,-2.296659,-0.530561,2.833632,-1.757247,0.0400,0.029805,0.5136,0.0678,0.0354
1.3600,0.082037,0.476373,0.027521,-2.319064,-0.530150,2.824888,-1.759160,0.089751,0.465844,0.018918,-2.296025,-0.531615,2.835016,-1.756136,0.089751,0.465844,0.018918,-2.296025,-0.531615,2.835016,-1.756136,0.0400,0.029817,0.5137,0.0678,0.0348
1.3650,0.082692,0.478162,0.026693,-2.318480,-0.531240,2.826259,-1.758028,0.090483,0.467829,0.017965,-2.295393,-0.532666,2.836395,-1.755029,0.090483,0.467829,0.017965,-2.295393,-0.532666,2.836395,-1.755029,0.0400,0.029840,0.5137,0.0679,0.0342
1.3700,0.083353,0.479987,0.025854,-2.317899,-0.532330,2.827626,-1.756897,0.091211,0.469804,0.017018,-2.294764,-0.533712,2.837767,-1.753926,0.091211,0.469804,0.017018,-2.294764,-0.533712,2.837767,-1.753926,0.0400,0.029872,0.5137,0.0679,0.0335
1.3750,0.084020,0.481845,0.025005,-2.317321,-0.533417,2.828986,-1.755768,0.091934,0.471767,0.016076,-2.294139,-0.534752,2.839131,-1.752831,0.091934,0.471767,0.016076,-2.294139,-0.534752,2.839131,-1.752831,0.0400,0.029911,0.5137,0.0679,0.0329
1.3800,0.084691,0.483734,0.024146,-2.316746,-0.534500,2.830339,-1.754643,0.092652,0.473713,0.015142,-2.293519,-0.535783,2.840484,-1.751745,0.092652,0.473713,0.015142,-2.293519,-0.535783,2.840484,-1.751745,0.0400,0.029955,0.5137,0.0679,0.0322
1.3850,0.085367,0.485649,0.023280,-2.316174,-0.535576,2.831681,-1.753524,0.093362,0.475641,0.014217,-2.292905,-0.536804,2.841823,-1.750669,0.093362,0.475641,0.014217,-2.292905,-0.536804,2.841823,-1.750669,0.0400,0.030003,0.5137,0.0680,0.0315
1.3900,0.086045,0.487588,0.022408,-2.315607,-0.536645,2.833012,-1.752413,0.094065,0.477547,0.013303,-2.292298,-0.537813,2.843147,-1.749606,0.094065,0.477547,0.013303,-2.292298,-0.537813,2.843147,-1.749606,0.0400,0.030055,0.5136,0.0680,0.0307
1.3950,0.086726,0.489547,0.021530,-2.315044,-0.537704,2.834328,-1.751311,0.094758,0.479429,0.012400,-2.291699,-0.538809,2.844454,-1.748556,0.094758,0.479429,0.012400,-2.291699,-0.538809,2.844454,-1.748556,0.0400,0.030110,0.5136,0.0680,0.0300
1.4000,0.087408,0.491522,0.020649,-2.314485,-0.538753,2.835629,-1.750221,0.095441,0.481282,0.011511,-2.291109,-0.539791,2.845742,-1.747522,0.095441,0.481282,0.011511,-2.291109,-0.539791,2.845742,-1.747522,0.0400,0.030166,0.5135,0.0680,0.0293
1.4050,0.088089,0.493510,0.019766,-2.313932,-0.539789,2.836913,-1.749143,0.096113,0.483105,0.010636,-2.290528,-0.540756,2.847009,-1.746505,0.096113,0.483105,0.010636,-2.290528,-0.540756,2.847009,-1.746505,0.0400,0.030225,0.5134,0.0680,0.0285
1.4100,0.088770,0.495507,0.018882,-2.313385,-0.540811,2.838177,-1.748080,0.096772,0.484894,0.009778,-2.289958,-0.541704,2.848252,-1.745507,0.096772,0.484894,0.009778,-2.289958,-0.541704,2.848252,-1.745507,0.0400,0.030286,0.5133,0.0680,0.0277
1.4150,0.089449,0.497510,0.017998,-2.312843,-0.541817,2.839420,-1.747032,0.097419,0.486647,0.008937,-2.289400,-0.542632,2.849470,-1.744529,0.097419,0.486647,0.008937,-2.289400,-0.542632,2.849470,-1.744529,0.0400,0.030350,0.5132,0.0679,0.0270
1.4200,0.090125,0.499515,0.017117,-2.312308,-0.542807,2.840641,-1.746003,0.098051,0.488362,0.008114,-2.288854,-0.543540,2.850661,-1.743572,0.098051,0.488362,0.008114,-2.288854,-0.543540,2.850661,-1.743572,0.0400,0.030417,0.5131,0.0679,0.0262
1.4250,0.090797,0.501519,0.016238,-2.311780,-0.543778,2.841838,-1.744993,0.098667,0.490035,0.007311,-2.288321,-0.544426,2.851824,-1.742638,0.098667,0.490035,0.007311,-2.288321,-0.544426,2.851824,-1.742638,0.0400,0.030488,0.5130,0.0679,0.0254
1.4300,0.091464,0.503518,0.015365,-2.311259,-0.544729,2.843008,-1.744004,0.099268,0.491665,0.006529,-2.287802,-0.545289,2.852956,-1.741729,0.099268,0.491665,0.006529,-2.287802,-0.545289,2.852956,-1.741729,0.0400,0.030564,0.5129,0.0679,0.0246
1.4350,0.092126,0.505509,0.014498,-2.310745,-0.545658,2.844152,-1.743038,0.099852,0.493249,0.005769,-2.287297,-0.546128,2.854057,-1.740845,0.099852,0.493249,0.005769,-2.287297,-0.546128,2.854057,-1.740845,0.0400,0.030645,0.5127,0.0678,0.0238
1.4400,0.092781,0.507488,0.013638,-2.310241,-0.546565,2.845266,-1.742095,0.100418,0.494785,0.005032,-2.286808,-0.546942,2.855124,-1.739988,0.100418,0.494785,0.005032,-2.286808,-0.546942,2.855124,-1.739988,0.0400,0.030734,0.5126,0.0678,0.0230
1.4450,0.093428,0.509453,0.012788,-2.309744,-0.547448,2.846349,-1.741178,0.100966,0.496271,0.004319,-2.286335,-0.547729,2.856156,-1.739159,0.100966,0.496271,0.004319,-2.286335,-0.547729,2.856156,-1.739159,0.0400,0.030832,0.5125,0.0678,0.0222
