t_sim,q1,q2,q3,q4,q5,q6,q7,q1_ref,q2_ref,q3_ref,q4_ref,q5_ref,q6_ref,q7_ref,tau1,tau2,tau3,tau4,tau5,tau6,tau7,gripper_cmd,tracking_error,ee_x,ee_y,ee_z
3.6100,0.234112,0.502967,-0.087162,-2.256382,-0.219688,2.655576,-1.042346,0.222194,0.462654,-0.094001,-2.244116,-0.218399,2.664803,-1.047223,0.222194,0.462654,-0.094001,-2.244116,-0.218399,2.664803,-1.047223,0.0010,0.045552,0.5073,0.0634,0.0274
3.6150,0.233457,0.502750,-0.087284,-2.256942,-0.219855,2.656311,-1.043801,0.220742,0.462190,-0.094475,-2.245141,-0.218539,2.665612,-1.048874,0.220742,0.462190,-0.094475,-2.245141,-0.218539,2.665612,-1.048874,0.0010,0.045954,0.5073,0.0631,0.0274
3.6200,0.232749,0.502512,-0.087419,-2.257537,-0.220027,2.657085,-1.045332,0.219219,0.461703,-0.094971,-2.246216,-0.218685,2.666459,-1.050603,0.219219,0.461703,-0.094971,-2.246216,-0.218685,2.666459,-1.050603,0.0010,0.046380,0.5073,0.0627,0.0274
3.6250,0.231986,0.502254,-0.087569,-2.258170,-0.220205,2.657898,-1.046937,0.217626,0.461194,-0.095491,-2.247341,-0.218837,2.667346,-1.052413,0.217626,0.461194,-0.095491,-2.247341,-0.218837,2.667346,-1.052413,0.0010,0.046832,0.5072,0.0623,0.0274
3.6300,0.231168,0.501973,-0.087734,-2.258841,-0.220387,2.658751,-1.048619,0.215963,0.460662,-0.096034,-2.248515,-0.218997,2.668273,-1.054303,0.215963,0.460662,-0.096034,-2.248515,-0.218997,2.668273,-1.054303,0.0010,0.047310,0.5072,0.0618,0.0274
3.6350,0.230292,0.501671,-0.087916,-2.259551,-0.220573,2.659642,-1.050376,0.214228,0.460108,-0.096600,-2.249739,-0.219163,2.669238,-1.056273,0.214228,0.460108,-0.096600,-2.249739,-0.219163,2.669238,-1.056273,0.0010,0.047812,0.5072,0.0613,0.0274
3.6400,0.229357,0.501346,-0.088115,-2.260300,-0.220762,2.660571,-1.052211,0.212423,0.459531,-0.097189,-2.251014,-0.219336,2.670243,-1.058324,0.212423,0.459531,-0.097189,-2.251014,-0.219336,2.670243,-1.058324,0.0010,0.048340,0.5071,0.0608,0.0275
3.6450,0.228361,0.500999,-0.088332,-2.261090,-0.220955,2.661538,-1.054124,0.210547,0.458931,-0.097801,-2.252338,-0.219516,2.671288,-1.060455,0.210547,0.458931,-0.097801,-2.252338,-0.219516,2.671288,-1.060455,0.0010,0.048892,0.5071,0.0602,0.0275
3.6500,0.227304,0.500628,-0.088569,-2.261921,-0.221150,2.662544,-1.056115,0.208600,0.458309,-0.098436,-2.253712,-0.219702,2.672372,-1.062667,0.208600,0.458309,-0.098436,-2.253712,-0.219702,2.672372,-1.062667,0.0010,0.049468,0.5070,0.0596,0.0275
3.6550,0.226184,0.500235,-0.088826,-2.262793,-0.221349,2.663587,-1.058185,0.206582,0.457664,-0.099095,-2.255137,-0.219896,2.673496,-1.064959,0.206582,0.457664,-0.099095,-2.255137,-0.219896,2.673496,-1.064959,0.0010,0.050067,0.5070,0.0590,0.0275
3.6600,0.224999,0.499818,-0.089104,-2.263709,-0.221552,2.664668,-1.060336,0.204494,0.456997,-0.099776,-2.256611,-0.220096,2.674659,-1.067332,0.204494,0.456997,-0.099776,-2.256611,-0.220096,2.674659,-1.067332,0.0010,0.050688,0.5070,0.0583,0.0275
3.6650,0.223749,0.499377,-0.089404,-2.264667,-0.221758,2.665788,-1.062567,0.202335,0.456307,-0.100480,-2.258135,-0.220303,2.675861,-1.069784,0.202335,0.456307,-0.100480,-2.258135,-0.220303,2.675861,-1.069784,0.0010,0.051329,0.5069,0.0576,0.0276
3.6700,0.222432,0.498913,-0.089728,-2.265669,-0.221968,2.666945,-1.064880,0.200106,0.455594,-0.101208,-2.259708,-0.220516,2.677102,-1.072316,0.200106,0.455594,-0.101208,-2.259708,-0.220516,2.677102,-1.072316,0.0010,0.051989,0.5068,0.0568,0.0276
3.6750,0.221047,0.498426,-0.090075,-2.266715,-0.222184,2.668140,-1.067274,0.197808,0.454860,-0.101958,-2.261331,-0.220737,2.678381,-1.074927,0.197808,0.454860,-0.101958,-2.261331,-0.220737,2.678381,-1.074927,0.0010,0.052667,0.5068,0.0560,0.0276
3.6800,0.219594,0.497914,-0.090448,-2.267806,-0.222404,2.669374,-1.069750,0.195440,0.454103,-0.102730,-2.263002,-0.220963,2.679700,-1.077617,0.195440,0.454103,-0.102730,-2.263002,-0.220963,2.679700,-1.077617,0.0010,0.053361,0.5067,0.0551,0.0276
3.6850,0.218071,0.497379,-0.090845,-2.268942,-0.222630,2.670645,-1.072307,0.193004,0.453324,-0.103525,-2.264722,-0.221197,2.681056,-1.080384,0.193004,0.453324,-0.103525,-2.264722,-0.221197,2.681056,-1.080384,0.0010,0.054069,0.5066,0.0542,0.0277
3.6900,0.216478,0.496821,-0.091269,-2.270123,-0.222861,2.671955,-1.074945,0.190500,0.452524,-0.104342,-2.266489,-0.221437,2.682450,-1.083229,0.190500,0.452524,-0.104342,-2.266489,-0.221437,2.682450,-1.083229,0.0010,0.054791,0.5066,0.0532,0.0277
3.6950,0.214814,0.496239,-0.091719,-2.271350,-0.223098,2.673303,-1.077663,0.187929,0.451702,-0.105181,-2.268305,-0.221683,2.683882,-1.086150,0.187929,0.451702,-0.105181,-2.268305,-0.221683,2.683882,-1.086150,0.0010,0.055523,0.5065,0.0522,0.0278
3.7000,0.213079,0.495633,-0.092197,-2.272623,-0.223342,2.674688,-1.080462,0.185291,0.450859,-0.106042,-2.270167,-0.221936,2.685351,-1.089147,0.185291,0.450859,-0.106042,-2.270167,-0.221936,2.685351,-1.089147,0.0010,0.056265,0.5064,0.0511,0.0278
3.7050,0.211272,0.495004,-0.092702,-2.273941,-0.223591,2.676111,-1.083340,0.182587,0.449995,-0.106924,-2.272075,-0.222195,2.686856,-1.092218,0.182587,0.449995,-0.106924,-2.272075,-0.222195,2.686856,-1.092218,0.0010,0.057015,0.5063,0.0500,0.0279
3.7100,0.209392,0.494352,-0.093236,-2.275305,-0.223847,2.677570,-1.086295,0.179819,0.449110,-0.107827,-2.274030,-0.222461,2.688398,-1.095363,0.179819,0.449110,-0.107827,-2.274030,-0.222461,2.688398,-1.095363,0.0010,0.057770,0.5062,0.0488,0.0279
3.7150,0.207440,0.493677,-0.093799,-2.276716,-0.224108,2.679067,-1.089328,0.176986,0.448204,-0.108751,-2.276029,-0.222732,2.689975,-1.098581,0.176986,0.448204,-0.108751,-2.276029,-0.222732,2.689975,-1.098581,0.0010,0.058530,0.5061,0.0476,0.0279
3.7200,0.205416,0.492979,-0.094390,-2.278172,-0.224376,2.680600,-1.092437,0.174091,0.447279,-0.109696,-2.278073,-0.223010,2.691587,-1.101870,0.174091,0.447279,-0.109696,-2.278073,-0.223010,2.691587,-1.101870,0.0010,0.059293,0.5060,0.0463,0.0280
3.7250,0.203318,0.492258,-0.095011,-2.279674,-0.224649,2.682168,-1.095620,0.171133,0.446334,-0.110661,-2.280161,-0.223293,2.693234,-1.105230,0.171133,0.446334,-0.110661,-2.280161,-0.223293,2.693234,-1.105230,0.0010,0.060056,0.5058,0.0450,0.0280
3.7300,0.201148,0.491515,-0.095662,-2.281222,-0.224928,2.683772,-1.098876,0.168115,0.445369,-0.111646,-2.282291,-0.223582,2.694914,-1.108658,0.168115,0.445369,-0.111646,-2.282291,-0.223582,2.694914,-1.108658,0.0010,0.060819,0.5057,0.0436,0.0281
3.7350,0.198906,0.490749,-0.096342,-2.282816,-0.225212,2.685411,-1.102205,0.165037,0.444385,-0.112650,-2.284464,-0.223877,2.696628,-1.112155,0.165037,0.444385,-0.112650,-2.284464,-0.223877,2.696628,-1.112155,0.0010,0.061579,0.5055,0.0422,0.0282
3.7400,0.196591,0.489961,-0.097052,-2.284455,-0.225501,2.687083,-1.105604,0.161901,0.443383,-0.113673,-2.286678,-0.224178,2.698375,-1.115718,0.161901,0.443383,-0.113673,-2.286678,-0.224178,2.698375,-1.115718,0.0010,0.062336,0.5054,0.0407,0.0282
3.7450,0.194204,0.489152,-0.097792,-2.286139,-0.225795,2.688788,-1.109072,0.158707,0.442362,-0.114715,-2.288932,-0.224484,2.700153,-1.119346,0.158707,0.442362,-0.114715,-2.288932,-0.224484,2.700153,-1.119346,0.0010,0.063087,0.5052,0.0392,0.0283
3.7500,0.191745,0.488321,-0.098561,-2.287868,-0.226093,2.690526,-1.112607,0.155458,0.441323,-0.115776,-2.291226,-0.224795,2.701962,-1.123038,0.155458,0.441323,-0.115776,-2.291226,-0.224795,2.701962,-1.123038,0.0010,0.063831,0.5050,0.0376,0.0283
3.7550,0.189216,0.487468,-0.099361,-2.289641,-0.226395,2.692295,-1.116209,0.152153,0.440267,-0.116854,-2.293559,-0.225112,2.703802,-1.126791,0.152153,0.440267,-0.116854,-2.293559,-0.225112,2.703802,-1.126791,0.0010,0.064567,0.5048,0.0359,0.0284
3.7600,0.186615,0.486594,-0.100190,-2.291457,-0.226701,2.694095,-1.119875,0.148796,0.439194,-0.117949,-2.295929,-0.225434,2.705671,-1.130606,0.148796,0.439194,-0.117949,-2.295929,-0.225434,2.705671,-1.130606,0.0010,0.065293,0.5046,0.0343,0.0285
3.7650,0.183945,0.485700,-0.101049,-2.293318,-0.227011,2.695925,-1.123605,0.145387,0.438104,-0.119062,-2.298336,-0.225760,2.707570,-1.134479,0.145387,0.438104,-0.119062,-2.298336,-0.225760,2.707570,-1.134479,0.0010,0.066009,0.5044,0.0325,0.0285
3.7700,0.181206,0.484785,-0.101938,-2.295221,-0.227324,2.697784,-1.127396,0.141927,0.436999,-0.120190,-2.300778,-0.226092,2.709496,-1.138409,0.141927,0.436999,-0.120190,-2.300778,-0.226092,2.709496,-1.138409,0.0010,0.066711,0.5042,0.0307,0.0286
3.7750,0.178399,0.483850,-0.102855,-2.297166,-0.227640,2.699672,-1.131248,0.138419,0.435877,-0.121335,-2.303254,-0.226428,2.711449,-1.142394,0.138419,0.435877,-0.121335,-2.303254,-0.226428,2.711449,-1.142394,0.0010,0.067401,0.5039,0.0289,0.0287
3.7800,0.175524,0.482896,-0.103801,-2.299153,-0.227959,2.701587,-1.135157,0.134863,0.434741,-0.122495,-2.305764,-0.226769,2.713429,-1.146434,0.134863,0.434741,-0.122495,-2.305764,-0.226769,2.713429,-1.146434,0.0010,0.068075,0.5037,0.0270,0.0287
3.7850,0.172583,0.481921,-0.104775,-2.301181,-0.228282,2.703529,-1.139124,0.131262,0.433590,-0.123670,-2.308307,-0.227114,2.715435,-1.150525,0.131262,0.433590,-0.123670,-2.308307,-0.227114,2.715435,-1.150525,0.0010,0.068734,0.5034,0.0251,0.0288
3.7900,0.169577,0.480928,-0.105778,-2.303250,-0.228607,2.705496,-1.143145,0.127617,0.432424,-0.124860,-2.310880,-0.227463,2.717464,-1.154666,0.127617,0.432424,-0.124860,-2.310880,-0.227463,2.717464,-1.154666,0.0010,0.069375,0.5031,0.0231,0.0289
3.7950,0.166507,0.479916,-0.106808,-2.305358,-0.228934,2.707489,-1.147220,0.123929,0.431246,-0.126063,-2.313483,-0.227817,2.719518,-1.158855,0.123929,0.431246,-0.126063,-2.313483,-0.227817,2.719518,-1.158855,0.0010,0.069998,0.5028,0.0211,0.0289
3.8000,0.163374,0.478886,-0.107865,-2.307505,-0.229265,2.709505,-1.151347,0.120201,0.430054,-0.127279,-2.316115,-0.228174,2.721594,-1.163091,0.120201,0.430054,-0.127279,-2.316115,-0.228174,2.721594,-1.163091,0.0010,0.070603,0.5025,0.0190,0.0290
3.8050,0.160179,0.477837,-0.108948,-2.309690,-0.229598,2.711544,-1.155523,0.116433,0.428850,-0.128509,-2.318774,-0.228535,2.723691,-1.167370,0.116433,0.428850,-0.128509,-2.318774,-0.228535,2.723691,-1.167370,0.0010,0.071187,0.5021,0.0169,0.0291
3.8100,0.156925,0.476772,-0.110058,-2.311913,-0.229933,2.713606,-1.159747,0.112629,0.427634,-0.129750,-2.321460,-0.228900,2.725810,-1.171692,0.112629,0.427634,-0.129750,-2.321460,-0.228900,2.725810,-1.171692,0.0010,0.071751,0.5017,0.0147,0.0291
3.8150,0.153611,0.475689,-0.111193,-2.314172,-0.230272,2.715690,-1.164018,0.108789,0.426407,-0.131003,-2.324170,-0.229268,2.727948,-1.176054,0.108789,0.426407,-0.131003,-2.324170,-0.229268,2.727948,-1.176054,0.0010,0.072293,0.5014,0.0125,0.0292
3.8200,0.150241,0.474589,-0.112352,-2.316467,-0.230612,2.717793,-1.168332,0.104916,0.425169,-0.132267,-2.326905,-0.229639,2.730104,-1.180455,0.104916,0.425169,-0.132267,-2.326905,-0.229639,2.730104,-1.180455,0.0010,0.072813,0.5010,0.0103,0.0293
3.8250,0.146814,0.473473,-0.113536,-2.318796,-0.230955,2.719916,-1.172688,0.101010,0.423920,-0.133541,-2.329661,-0.230013,2.732279,-1.184891,0.101010,0.423920,-0.133541,-2.329661,-0.230013,2.732279,-1.184891,0.0010,0.073310,0.5005,0.0080,0.0294
3.8300,0.143334,0.472341,-0.114742,-2.321159,-0.231301,2.722058,-1.177085,0.097075,0.422663,-0.134825,-2.332439,-0.230390,2.734470,-1.189361,0.097075,0.422663,-0.134825,-2.332439,-0.230390,2.734470,-1.189361,0.0010,0.073783,0.5001,0.0057,0.0294
3.8350,0.139801,0.471194,-0.115972,-2.323555,-0.231648,2.724217,-1.181519,0.093112,0.421396,-0.136118,-2.335237,-0.230770,2.736676,-1.193863,0.093112,0.421396,-0.136118,-2.335237,-0.230770,2.736676,-1.193863,0.0010,0.074232,0.4996,0.0034,0.0295
3.8400,0.136218,0.470032,-0.117223,-2.325982,-0.231998,2.726393,-1.185989,0.089123,0.420121,-0.137419,-2.338053,-0.231152,2.738898,-1.198395,0.089123,0.420121,-0.137419,-2.338053,-0.231152,2.738898,-1.198395,0.0010,0.074657,0.4992,0.0010,0.0296
3.8450,0.132585,0.468856,-0.118495,-2.328441,-0.232350,2.728585,-1.190492,0.085110,0.418838,-0.138729,-2.340886,-0.231537,2.741132,-1.202954,0.085110,0.418838,-0.138729,-2.340886,-0.231537,2.741132,-1.202954,0.0010,0.075056,0.4986,-0.0014,0.0297
3.8500,0.128906,0.467666,-0.119787,-2.330929,-0.232704,2.730791,-1.195027,0.081075,0.417548,-0.140046,-2.343734,-0.231924,2.743379,-1.207539,0.081075,0.417548,-0.140046,-2.343734,-0.231924,2.743379,-1.207539,0.0010,0.075429,0.4981,-0.0039,0.0298
3.8550,0.125181,0.466462,-0.121099,-2.333445,-0.233060,2.733011,-1.199591,0.077019,0.416252,-0.141369,-2.346597,-0.232313,2.745637,-1.212146,0.077019,0.416252,-0.141369,-2.346597,-0.232313,2.745637,-1.212146,0.0010,0.075776,0.4976,-0.0063,0.0298
3.8600,0.121413,0.465245,-0.122429,-2.335989,-0.233418,2.735243,-1.204183,0.072945,0.414950,-0.142698,-2.349473,-0.232703,2.747906,-1.216774,0.072945,0.414950,-0.142698,-2.349473,-0.232703,2.747906,-1.216774,0.0010,0.076097,0.4970,-0.0088,0.0299
3.8650,0.117603,0.464016,-0.123777,-2.338559,-0.233777,2.737487,-1.208799,0.068855,0.413643,-0.144033,-2.352360,-0.233095,2.750183,-1.221420,0.068855,0.413643,-0.144033,-2.352360,-0.233095,2.750183,-1.221420,0.0010,0.076391,0.4964,-0.0114,0.0300
3.8700,0.113754,0.462776,-0.125141,-2.341155,-0.234137,2.739741,-1.213437,0.064751,0.412331,-0.145372,-2.355258,-0.233488,2.752468,-1.226083,0.064751,0.412331,-0.145372,-2.355258,-0.233488,2.752468,-1.226083,0.0010,0.076659,0.4958,-0.0139,0.0301
3.8750,0.109868,0.461524,-0.126522,-2.343775,-0.234499,2.742004,-1.218095,0.060634,0.411015,-0.146715,-2.358164,-0.233883,2.754761,-1.230760,0.060634,0.411015,-0.146715,-2.358164,-0.233883,2.754761,-1.230760,0.0010,0.076899,0.4952,-0.0165,0.0302
3.8800,0.105946,0.460261,-0.127917,-2.346418,-0.234862,2.744276,-1.222772,0.056507,0.409696,-0.148061,-2.361077,-0.234278,2.757058,-1.235448,0.056507,0.409696,-0.148061,-2.361077,-0.234278,2.757058,-1.235448,0.0010,0.077111,0.4945,-0.0191,0.0302
3.8850,0.101990,0.458988,-0.129326,-2.349082,-0.235226,2.746555,-1.227464,0.052372,0.408374,-0.149411,-2.363996,-0.234675,2.759361,-1.240145,0.052372,0.408374,-0.149411,-2.363996,-0.234675,2.759361,-1.240145,0.0010,0.077296,0.4938,-0.0217,0.0303
3.8900,0.098003,0.457706,-0.130749,-2.351767,-0.235591,2.748839,-1.232169,0.048231,0.407051,-0.150762,-2.366919,-0.235071,2.761667,-1.244850,0.048231,0.407051,-0.150762,-2.366919,-0.235071,2.761667,-1.244850,0.0010,0.077453,0.4931,-0.0243,0.0304
3.8950,0.093987,0.456414,-0.132183,-2.354471,-0.235957,2.751129,-1.236885,0.044086,0.405726,-0.152114,-2.369845,-0.235469,2.763975,-1.249559,0.044086,0.405726,-0.152114,-2.369845,-0.235469,2.763975,-1.249559,0.0010,0.077582,0.4924,-0.0269,0.0305
3.9000,0.089944,0.455114,-0.133629,-2.357193,-0.236323,2.753422,-1.241610,0.039938,0.404400,-0.153468,-2.372773,-0.235866,2.766284,-1.254270,0.039938,0.404400,-0.153468,-2.372773,-0.235866,2.766284,-1.254270,0.0010,0.077684,0.4916,-0.0296,0.0306
3.9050,0.085876,0.453806,-0.135085,-2.359932,-0.236689,2.755717,-1.246341,0.035791,0.403074,-0.154821,-2.375701,-0.236264,2.768593,-1.258982,0.035791,0.403074,-0.154821,-2.375701,-0.236264,2.768593,-1.258982,0.0010,0.077757,0.4909,-0.0323,0.0306
3.9100,0.081785,0.452491,-0.136550,-2.362687,-0.237056,2.758014,-1.251075,0.031646,0.401749,-0.156173,-2.378627,-0.236661,2.770901,-1.263691,0.031646,0.401749,-0.156173,-2.378627,-0.236661,2.770901,-1.263691,0.0010,0.077802,0.4901,-0.0349,0.0307
3.9150,0.077673,0.451170,-0.138024,-2.365455,-0.237422,2.760312,-1.255812,0.027505,0.400426,-0.157524,-2.381550,-0.237058,2.773207,-1.268395,0.027505,0.400426,-0.157524,-2.381550,-0.237058,2.773207,-1.268395,0.0010,0.077820,0.4893,-0.0376,0.0308
3.9200,0.073543,0.449842,-0.139505,-2.368237,-0.237789,2.762608,-1.260548,0.023370,0.399104,-0.158874,-2.384469,-0.237454,2.775509,-1.273093,0.023370,0.399104,-0.158874,-2.384469,-0.237454,2.775509,-1.273093,0.0010,0.077809,0.4884,-0.0403,0.0309
3.9250,0.069396,0.448509,-0.140993,-2.371030,-0.238155,2.764902,-1.265280,0.019243,0.397785,-0.160220,-2.387382,-0.237850,2.777807,-1.277781,0.019243,0.397785,-0.160220,-2.387382,-0.237850,2.777807,-1.277781,0.0010,0.077771,0.4875,-0.0430,0.0310
3.9300,0.065235,0.447172,-0.142486,-2.373833,-0.238521,2.767194,-1.270007,0.015126,0.396469,-0.161563,-2.390288,-0.238244,2.780099,-1.282457,0.015126,0.396469,-0.161563,-2.390288,-0.238244,2.780099,-1.282457,0.0010,0.077705,0.4867,-0.0457,0.0311
3.9350,0.061063,0.445830,-0.143984,-2.376646,-0.238886,2.769481,-1.274727,0.011022,0.395157,-0.162902,-2.393186,-0.238637,2.782385,-1.287120,0.011022,0.395157,-0.162902,-2.393186,-0.238637,2.782385,-1.287120,0.0010,0.077611,0.4858,-0.0484,0.0311
3.9400,0.056880,0.444485,-0.145485,-2.379466,-0.239251,2.771762,-1.279436,0.006932,0.393850,-0.164237,-2.396073,-0.239029,2.784662,-1.291767,0.006932,0.393850,-0.164237,-2.396073,-0.239029,2.784662,-1.291767,0.0010,0.077489,0.4848,-0.0511,0.0312
3.9450,0.052690,0.443137,-0.146989,-2.382293,-0.239614,2.774037,-1.284133,0.002858,0.392548,-0.165566,-2.398949,-0.239420,2.786931,-1.296395,0.002858,0.392548,-0.165566,-2.398949,-0.239420,2.786931,-1.296395,0.0010,0.077341,0.4839,-0.0538,0.0313
3.9500,0.048494,0.441786,-0.148496,-2.385124,-0.239977,2.776305,-1.288815,-0.001198,0.391252,-0.166890,-2.401812,-0.239808,2.789189,-1.301002,-0.001198,0.391252,-0.166890,-2.401812,-0.239808,2.789189,-1.301002,0.0010,0.077165,0.4829,-0.0564,0.0314
3.9550,0.044296,0.440435,-0.150003,-2.387959,-0.240339,2.778563,-1.293481,-0.005233,0.389962,-0.168206,-2.404660,-0.240195,2.791436,-1.305586,-0.005233,0.389962,-0.168206,-2.404660,-0.240195,2.791436,-1.305586,0.0010,0.076962,0.4819,-0.0591,0.0315
3.9600,0.040096,0.439082,-0.151510,-2.390796,-0.240699,2.780812,-1.298127,-0.009246,0.388679,-0.169516,-2.407493,-0.240580,2.793670,-1.310145,-0.009246,0.388679,-0.169516,-2.407493,-0.240580,2.793670,-1.310145,0.0010,0.076733,0.4809,-0.0618,0.0315
3.9650,0.035897,0.437729,-0.153016,-2.393634,-0.241058,2.783050,-1.302751,-0.013236,0.387404,-0.170817,-2.410309,-0.240962,2.795891,-1.314677,-0.013236,0.387404,-0.170817,-2.410309,-0.240962,2.795891,-1.314677,0.0010,0.076477,0.4799,-0.0645,0.0316
3.9700,0.031702,0.436377,-0.154520,-2.396472,-0.241415,2.785276,-1.307351,-0.017199,0.386137,-0.172110,-2.413107,-0.241342,2.798098,-1.319179,-0.017199,0.386137,-0.172110,-2.413107,-0.241342,2.798098,-1.319179,0.0010,0.076195,0.4789,-0.0671,0.0317
3.9750,0.027512,0.435025,-0.156022,-2.399308,-0.241771,2.787488,-1.311926,-0.021134,0.384880,-0.173394,-2.415885,-0.241719,2.800289,-1.323649,-0.021134,0.384880,-0.173394,-2.415885,-0.241719,2.800289,-1.323649,0.0010,0.075887,0.4778,-0.0697,0.0318
3.9800,0.023329,0.433676,-0.157520,-2.402140,-0.242124,2.789687,-1.316472,-0.025039,0.383631,-0.174668,-2.418641,-0.242093,2.802464,-1.328086,-0.025039,0.383631,-0.174668,-2.418641,-0.242093,2.802464,-1.328086,0.0010,0.075554,0.4767,-0.0724,0.0319
3.9850,0.019157,0.432329,-0.159014,-2.404968,-0.242476,2.791870,-1.320988,-0.028912,0.382393,-0.175932,-2.421376,-0.242465,2.804620,-1.332486,-0.028912,0.382393,-0.175932,-2.421376,-0.242465,2.804620,-1.332486,0.0010,0.075195,0.4756,-0.0750,0.0319
3.9900,0.014996,0.430985,-0.160503,-2.407790,-0.242825,2.794037,-1.325471,-0.032752,0.381166,-0.177185,-2.424086,-0.242833,2.806758,-1.336848,-0.032752,0.381166,-0.177185,-2.424086,-0.242833,2.806758,-1.336848,0.0010,0.074812,0.4745,-0.0776,0.0320
3.9950,0.010849,0.429645,-0.161986,-2.410605,-0.243172,2.796187,-1.329919,-0.036557,0.379950,-0.178426,-2.426772,-0.243197,2.808877,-1.341170,-0.036557,0.379950,-0.178426,-2.426772,-0.243197,2.808877,-1.341170,0.0010,0.074405,0.4734,-0.0801,0.0321
4.0000,0.006718,0.428309,-0.163462,-2.413411,-0.243517,2.798319,-1.334330,-0.040324,0.378746,-0.179656,-2.429431,-0.243558,2.810974,-1.345450,-0.040324,0.378746,-0.179656,-2.429431,-0.243558,2.810974,-1.345450,0.0010,0.073974,0.4722,-0.0827,0.0322
4.0050,0.002606,0.426978,-0.164931,-2.416207,-0.243858,2.800431,-1.338702,-0.044052,0.377554,-0.180872,-2.432063,-0.243915,2.813050,-1.349685,-0.044052,0.377554,-0.180872,-2.432063,-0.243915,2.813050,-1.349685,0.0010,0.073519,0.4711,-0.0852,0.0322
4.0100,-0.001487,0.425653,-0.166391,-2.418992,-0.244197,2.802523,-1.343033,-0.047740,0.376376,-0.182075,-2.434666,-0.244269,2.815104,-1.353875,-0.047740,0.376376,-0.182075,-2.434666,-0.244269,2.815104,-1.353875,0.0010,0.073041,0.4699,-0.0877,0.0323
4.0150,-0.005558,0.424334,-0.167842,-2.421764,-0.244533,2.804593,-1.347320,-0.051385,0.375210,-0.183265,-2.437240,-0.244618,2.817133,-1.358016,-0.051385,0.375210,-0.183265,-2.437240,-0.244618,2.817133,-1.358016,0.0010,0.072542,0.4688,-0.0902,0.0324
4.0200,-0.009604,0.423022,-0.169283,-2.424522,-0.244866,2.806642,-1.351563,-0.054986,0.374059,-0.184440,-2.439782,-0.244963,2.819139,-1.362107,-0.054986,0.374059,-0.184440,-2.439782,-0.244963,2.819139,-1.362107,0.0010,0.072020,0.4676,-0.0926,0.0325
4.0250,-0.013624,0.421718,-0.170713,-2.427265,-0.245196,2.808667,-1.355758,-0.058542,0.372923,-0.185600,-2.442292,-0.245304,2.821118,-1.366146,-0.058542,0.372923,-0.185600,-2.442292,-0.245304,2.821118,-1.366146,0.0010,0.071477,0.4664,-0.0951,0.0325
4.0300,-0.017616,0.420421,-0.172132,-2.429990,-0.245522,2.810668,-1.359904,-0.062050,0.371802,-0.186745,-2.444768,-0.245640,2.823072,-1.370132,-0.062050,0.371802,-0.186745,-2.444768,-0.245640,2.823072,-1.370132,0.0010,0.070913,0.4652,-0.0975,0.0326
4.0350,-0.021578,0.419134,-0.173539,-2.432698,-0.245844,2.812644,-1.363999,-0.065510,0.370696,-0.187873,-2.447210,-0.245972,2.824998,-1.374062,-0.065510,0.370696,-0.187873,-2.447210,-0.245972,2.824998,-1.374062,0.0010,0.070330,0.4640,-0.0999,0.0327
4.0400,-0.025509,0.417856,-0.174933,-2.435387,-0.246163,2.814595,-1.368041,-0.068919,0.369606,-0.188986,-2.449617,-0.246299,2.826896,-1.377935,-0.068919,0.369606,-0.188986,-2.449617,-0.246299,2.826896,-1.377935,0.0010,0.069727,0.4628,-0.1022,0.0327
4.0450,-0.029405,0.416589,-0.176314,-2.438055,-0.246478,2.816518,-1.372029,-0.072277,0.368533,-0.190081,-2.451987,-0.246620,2.828766,-1.381749,-0.072277,0.368533,-0.190081,-2.451987,-0.246620,2.828766,-1.381749,0.0010,0.069105,0.4615,-0.1045,0.0328
4.0500,-0.033266,0.415331,-0.177680,-2.440701,-0.246789,2.818414,-1.375960,-0.075581,0.367477,-0.191159,-2.454320,-0.246937,2.830606,-1.385503,-0.075581,0.367477,-0.191159,-2.454320,-0.246937,2.830606,-1.385503,0.0010,0.068465,0.4603,-0.1068,0.0329
4.0550,-0.037090,0.414086,-0.179032,-2.443323,-0.247095,2.820282,-1.379833,-0.078831,0.366438,-0.192220,-2.456614,-0.247248,2.832415,-1.389194,-0.078831,0.366438,-0.192220,-2.456614,-0.247248,2.832415,-1.389194,0.0010,0.067809,0.4591,-0.1090,0.0329
4.0600,-0.040874,0.412851,-0.180368,-2.445922,-0.247398,2.822120,-1.383646,-0.082024,0.365417,-0.193262,-2.458868,-0.247555,2.834193,-1.392822,-0.082024,0.365417,-0.193262,-2.458868,-0.247555,2.834193,-1.392822,0.0010,0.067135,0.4578,-0.1113,0.0330
4.0650,-0.044618,0.411630,-0.181688,-2.448495,-0.247696,2.823928,-1.387398,-0.085161,0.364415,-0.194285,-2.461082,-0.247855,2.835940,-1.396385,-0.085161,0.364415,-0.194285,-2.461082,-0.247855,2.835940,-1.396385,0.0010,0.066447,0.4566,-0.1134,0.0330
4.0700,-0.048319,0.410421,-0.182992,-2.451041,-0.247989,2.825706,-1.391086,-0.088238,0.363431,-0.195289,-2.463255,-0.248150,2.837653,-1.399882,-0.088238,0.363431,-0.195289,-2.463255,-0.248150,2.837653,-1.399882,0.0010,0.065743,0.4554,-0.1156,0.0331
